disease_uri,disease_uriLabel,HealthSpecialtyLabel,TreatmentDrugsLabel,CauseLabel,SymptonsLabel
http://www.wikidata.org/entity/Q182155,herpes zoster,dermatology,gabapentin,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,infectious disease,gabapentin,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,neurology,pregabalin,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,dermatology,pregabalin,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,infectious disease,pregabalin,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,neurology,valacyclovir,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,dermatology,valacyclovir,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,infectious disease,valacyclovir,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,neurology,famciclovir,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,dermatology,famciclovir,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182155,herpes zoster,infectious disease,famciclovir,Human herpesvirus 3,chronic neuropathic pain
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,psychiatry,naltrexone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,psychology,naltrexone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,narcology,naltrexone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,addiction medicine,naltrexone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,psychiatry,Buprenorphine/naloxone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,psychology,Buprenorphine/naloxone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,narcology,Buprenorphine/naloxone,,
http://www.wikidata.org/entity/Q182413,non-controlled substance abuse,addiction medicine,Buprenorphine/naloxone,,
http://www.wikidata.org/entity/Q183098,hepatic vein thrombosis,hepatology,,,
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,amikacin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,Drotrecogin alfa,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefotaxime,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,aztreonam,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,oxacillin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftriaxone,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,gentamicin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,piperacillin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,imipen,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ertapenem,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftazidime,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftizoxime,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,nafcillin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefoxitin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefepime,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ticarcillin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,Cefotetan,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,mezlocillin,,chills
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,amikacin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,Drotrecogin alfa,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefotaxime,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,aztreonam,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,oxacillin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftriaxone,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,gentamicin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,piperacillin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,imipen,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ertapenem,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftazidime,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftizoxime,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,nafcillin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefoxitin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefepime,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ticarcillin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,Cefotetan,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,mezlocillin,,remittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,amikacin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,Drotrecogin alfa,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefotaxime,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,aztreonam,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,oxacillin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftriaxone,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,gentamicin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,piperacillin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,imipen,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ertapenem,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftazidime,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ceftizoxime,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,nafcillin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefoxitin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,cefepime,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,ticarcillin,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,Cefotetan,,intermittent fever
http://www.wikidata.org/entity/Q183134,sepsis,infectious disease,mezlocillin,,intermittent fever
http://www.wikidata.org/entity/Q183344,sinusitis,otolaryngology,clarithromycin,,
http://www.wikidata.org/entity/Q183344,sinusitis,otolaryngology,azithromycin,,
http://www.wikidata.org/entity/Q183344,sinusitis,otolaryngology,ibuprofen,,
http://www.wikidata.org/entity/Q231578,obsessive-compulsive personality disorder,psychiatry,,,
http://www.wikidata.org/entity/Q231578,obsessive-compulsive personality disorder,psychology,,,
http://www.wikidata.org/entity/Q233309,brain neoplasm,neurology,,,
http://www.wikidata.org/entity/Q233309,brain neoplasm,oncology,,,
http://www.wikidata.org/entity/Q233309,brain neoplasm,neurosurgery,,,
http://www.wikidata.org/entity/Q239027,calcinosis,endocrinology,,,metastatic calcification
http://www.wikidata.org/entity/Q239848,dumping syndrome,gastroenterology,,gastrectomy,hypoglycemia
http://www.wikidata.org/entity/Q239848,dumping syndrome,gastroenterology,,gastroenterostomy,hypoglycemia
http://www.wikidata.org/entity/Q240975,morphine dependence,,,,
http://www.wikidata.org/entity/Q241827,Upper airway resistance syndrome,,,,
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,idarubicin,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,idarubicin,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,decitabine,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,decitabine,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,clofarabine,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,clofarabine,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,deferasirox,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,deferasirox,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,midostaurin,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,midostaurin,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,nivolumab,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,nivolumab,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,ruxolitinib,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,ruxolitinib,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,venetoclax,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,venetoclax,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,enasidenib,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,enasidenib,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,dasatinib monohydrate,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,dasatinib monohydrate,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,thioguanine hydrate,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,thioguanine hydrate,,anemia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,idarubicin,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,idarubicin,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,decitabine,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,decitabine,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,clofarabine,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,clofarabine,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,deferasirox,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,deferasirox,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,midostaurin,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,midostaurin,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,nivolumab,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,nivolumab,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,ruxolitinib,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,ruxolitinib,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,venetoclax,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,venetoclax,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,enasidenib,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,enasidenib,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,dasatinib monohydrate,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,dasatinib monohydrate,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,thioguanine hydrate,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,thioguanine hydrate,,fatigue
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,idarubicin,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,idarubicin,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,decitabine,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,decitabine,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,clofarabine,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,clofarabine,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,deferasirox,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,deferasirox,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,midostaurin,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,midostaurin,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,nivolumab,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,nivolumab,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,ruxolitinib,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,ruxolitinib,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,venetoclax,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,venetoclax,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,enasidenib,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,enasidenib,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,dasatinib monohydrate,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,dasatinib monohydrate,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,thioguanine hydrate,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,thioguanine hydrate,,bleeding
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,idarubicin,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,idarubicin,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,decitabine,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,decitabine,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,clofarabine,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,clofarabine,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,deferasirox,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,deferasirox,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,midostaurin,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,midostaurin,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,nivolumab,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,nivolumab,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,ruxolitinib,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,ruxolitinib,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,venetoclax,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,venetoclax,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,enasidenib,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,enasidenib,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,dasatinib monohydrate,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,dasatinib monohydrate,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,thioguanine hydrate,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,thioguanine hydrate,,anorexia
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,hematology,idarubicin,,weight loss
http://www.wikidata.org/entity/Q264118,acute myeloid leukemia,oncology,idarubicin,,weight loss
http://www.wikidata.org/entity/Q42982,allergy,immunology,Omalizumab,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,methylprednisolone,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,dexamethasone,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,astemizole,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,loratadine,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,prednisone,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,chloropyramine,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,triamcinolone,allergen,
http://www.wikidata.org/entity/Q42982,allergy,immunology,prednisolone,allergen,
http://www.wikidata.org/entity/Q41571,epilepsy,neurology,perampanel,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,epileptology,perampanel,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,neurology,methsuximide,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,epileptology,methsuximide,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,neurology,ezogabine,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,epileptology,ezogabine,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,neurology,ethotoin,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,epileptology,ethotoin,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,neurology,fosphenytoin,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,epileptology,fosphenytoin,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,neurology,pheneturide,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41571,epilepsy,epileptology,pheneturide,asphyxia neonatorum,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,nifedipine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,valsartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,triamterene,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,bumetanide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,perindopril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,terazosin,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,ubidecarenone,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,furosemide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,reserpine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,(RS)-metoprolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,losartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,verapamil,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,atenolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,amlodipine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,lisinopril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,clonidine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,bisoprolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,carvedilol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,methyldopa,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,ramipril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,(S)-(−)-timolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,isradipine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,aliskiren,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,candesartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,pindolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,nebivolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,esmolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,ethacrynic acid,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,acebutolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,phenoxybenzamine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,doxazosin,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,torsemide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,hydralazine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,amiloride,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,rivaroxaban,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,phentolamine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,felodipine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,guanethidine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,captopril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,olmesartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,enalapril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,spironolactone,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,diltiazem,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,propranolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,Eplerenone,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,hydrochlorothiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,minoxidil,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,nadolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,chlorthalidone,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,Fosinopril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,prazosin,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,carteolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,benazepril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,quinapril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,nicardipine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,telmisartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,eprosartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,betaxolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,trandolapril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,penbutolol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,irbesartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,labetalol,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,indapamide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,bendroflumethiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,metolazone,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,trichlormethiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,moexipril,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,chlorothiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,benzthiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,mecamylamine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,nisoldipine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,hydroflumethiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,amlodipine/valsartan,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,bepridil,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,cyclothiazide,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,deserpidine,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,guanabenz,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,guanadrel,,
http://www.wikidata.org/entity/Q41861,arterial hypertension,family medicine,guanfacine,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,marbofloxacin,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,enoxacin,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,gatifloxacin,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,tosufloxacin,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,carboprost,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,orbifloxacin,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,levofloxacin hemihydrate,,
http://www.wikidata.org/entity/Q246084,cystitis,urology,Sulfamethoxazole / Trimethoprim,,
http://www.wikidata.org/entity/Q247096,paracoccidioidomycosis,infectious disease,Ketoconazole,infection,
http://www.wikidata.org/entity/Q247096,paracoccidioidomycosis,infectious disease,Itraconazole,infection,
http://www.wikidata.org/entity/Q247096,paracoccidioidomycosis,infectious disease,amphotericin B,infection,
http://www.wikidata.org/entity/Q247131,hepatorenal syndrome,gastroenterology,terlipressin,,
http://www.wikidata.org/entity/Q247131,hepatorenal syndrome,hepatology,terlipressin,,
http://www.wikidata.org/entity/Q247131,hepatorenal syndrome,infectious disease,terlipressin,,
http://www.wikidata.org/entity/Q247131,hepatorenal syndrome,emergency medicine,terlipressin,,
http://www.wikidata.org/entity/Q247978,anisometropia,ophthalmology,,,
http://www.wikidata.org/entity/Q247978,anisometropia,optometry,,,
http://www.wikidata.org/entity/Q250354,Prune belly syndrome,medical genetics,,,
http://www.wikidata.org/entity/Q250365,Parry–Romberg syndrome,neurology,,,
http://www.wikidata.org/entity/Q250449,alpha-mannosidosis,endocrinology,,,
http://www.wikidata.org/entity/Q253332,Brill-Zinsser disease,infectious disease,,,
http://www.wikidata.org/entity/Q256806,esthesioneuroblastoma,oncology,,,
http://www.wikidata.org/entity/Q258858,bladder exstrophy,medical genetics,,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,5-fluorocytosine,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,natamycin,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,miconazole,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,Itraconazole,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,amphotericin B,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,Voriconazole,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,Caspofungin,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,posaconazole,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,isavuconazole,,
http://www.wikidata.org/entity/Q259626,aspergillosis,infectious disease,micafungin,,
http://www.wikidata.org/entity/Q259765,SADDAN,,,,
http://www.wikidata.org/entity/Q260688,Periampullary cancer,,,,
http://www.wikidata.org/entity/Q261327,thrombosis,hematology,warfarin,,
http://www.wikidata.org/entity/Q261327,thrombosis,angiology,warfarin,,
http://www.wikidata.org/entity/Q261327,thrombosis,vascular surgery,warfarin,,
http://www.wikidata.org/entity/Q261327,thrombosis,hematology,clopidogrel,,
http://www.wikidata.org/entity/Q261327,thrombosis,angiology,clopidogrel,,
http://www.wikidata.org/entity/Q261327,thrombosis,vascular surgery,clopidogrel,,
http://www.wikidata.org/entity/Q261327,thrombosis,hematology,apixaban,,
http://www.wikidata.org/entity/Q261327,thrombosis,angiology,apixaban,,
http://www.wikidata.org/entity/Q261327,thrombosis,vascular surgery,apixaban,,
