medicine_uri,medicine_uriLabel,ConditionsTreatedLabel
http://www.wikidata.org/entity/Q198504,zidovudine,human immunodeficiency virus infectious disease
http://www.wikidata.org/entity/Q198728,ponatinib,acute myeloid leukemia
http://www.wikidata.org/entity/Q198728,ponatinib,gastrointestinal stromal tumor
http://www.wikidata.org/entity/Q199678,vitamin C,
http://www.wikidata.org/entity/Q201370,alprenolol,arterial hypertension
http://www.wikidata.org/entity/Q201370,alprenolol,unstable angina
http://www.wikidata.org/entity/Q201370,alprenolol,acute myocardial infarction
http://www.wikidata.org/entity/Q201552,inulin,
http://www.wikidata.org/entity/Q201872,olanzapine,mental disorder
http://www.wikidata.org/entity/Q201872,olanzapine,schizophrenia
http://www.wikidata.org/entity/Q201872,olanzapine,dementia
http://www.wikidata.org/entity/Q201872,olanzapine,bipolar disorder
http://www.wikidata.org/entity/Q201872,olanzapine,anxiety
http://www.wikidata.org/entity/Q201872,olanzapine,psychosis
http://www.wikidata.org/entity/Q201872,olanzapine,obsessive-compulsive disorder
http://www.wikidata.org/entity/Q201872,olanzapine,mood disorder
http://www.wikidata.org/entity/Q201872,olanzapine,anxiety disorder
http://www.wikidata.org/entity/Q201872,olanzapine,schizoaffective disorder
http://www.wikidata.org/entity/Q201872,olanzapine,insomnia
http://www.wikidata.org/entity/Q201872,olanzapine,schizophreniform disorder
http://www.wikidata.org/entity/Q201872,olanzapine,sleep-wake disorder
http://www.wikidata.org/entity/Q201928,amoxicillin,gonorrhea
http://www.wikidata.org/entity/Q201928,amoxicillin,chlamydia infection
http://www.wikidata.org/entity/Q201928,amoxicillin,listeriosis
http://www.wikidata.org/entity/Q201928,amoxicillin,sinusitis
http://www.wikidata.org/entity/Q201928,amoxicillin,Lyme disease
http://www.wikidata.org/entity/Q201928,amoxicillin,urinary tract infection
http://www.wikidata.org/entity/Q201928,amoxicillin,otitis media
http://www.wikidata.org/entity/Q201928,amoxicillin,actinomycosis
http://www.wikidata.org/entity/Q201928,amoxicillin,upper respiratory tract infection
http://www.wikidata.org/entity/Q201928,amoxicillin,duodenal ulcer
http://www.wikidata.org/entity/Q201928,amoxicillin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q201928,amoxicillin,arterial occlusive disease
http://www.wikidata.org/entity/Q202998,zileuton,asthma
http://www.wikidata.org/entity/Q203174,thalidomide,leprosy
http://www.wikidata.org/entity/Q203174,thalidomide,rheumatoid arthritis
http://www.wikidata.org/entity/Q203174,thalidomide,aphthous stomatitis
http://www.wikidata.org/entity/Q203174,thalidomide,multiple myeloma
http://www.wikidata.org/entity/Q203174,thalidomide,amyloidosis
http://www.wikidata.org/entity/Q203174,thalidomide,Behçet's disease
http://www.wikidata.org/entity/Q203174,thalidomide,myelodysplastic syndrome
http://www.wikidata.org/entity/Q203174,thalidomide,neurodermatitis
http://www.wikidata.org/entity/Q203174,thalidomide,graft-versus-host disease
http://www.wikidata.org/entity/Q203174,thalidomide,erythema nodosum
http://www.wikidata.org/entity/Q203174,thalidomide,pyoderma gangrenosum
http://www.wikidata.org/entity/Q203174,thalidomide,myelofibrosis
http://www.wikidata.org/entity/Q203174,thalidomide,Waldenström's macroglobulinemia
http://www.wikidata.org/entity/Q203174,thalidomide,macroglobulinemia
http://www.wikidata.org/entity/Q203174,thalidomide,lepromatous leprosy
http://www.wikidata.org/entity/Q203174,thalidomide,Letterer–Siwe disease
http://www.wikidata.org/entity/Q203174,thalidomide,cutaneous lupus erythematosus
http://www.wikidata.org/entity/Q203174,thalidomide,Crohn's colitis
http://www.wikidata.org/entity/Q203174,thalidomide,collecting duct carcinoma
http://www.wikidata.org/entity/Q203483,zimeldine,
http://www.wikidata.org/entity/Q203618,lomefloxacin,staphylococcal infection
http://www.wikidata.org/entity/Q203618,lomefloxacin,urinary tract infection
http://www.wikidata.org/entity/Q203618,lomefloxacin,acute bronchitis
http://www.wikidata.org/entity/Q203618,lomefloxacin,Pseudomonas infection
http://www.wikidata.org/entity/Q203618,lomefloxacin,bacterial conjunctivitis
http://www.wikidata.org/entity/Q203618,lomefloxacin,Escherichia coli infectious disease
http://www.wikidata.org/entity/Q205517,ziprasidone,schizophrenia
http://www.wikidata.org/entity/Q205517,ziprasidone,anxiety
http://www.wikidata.org/entity/Q205517,ziprasidone,psychosis
http://www.wikidata.org/entity/Q205517,ziprasidone,Tourette syndrome
http://www.wikidata.org/entity/Q205517,ziprasidone,schizoaffective disorder
http://www.wikidata.org/entity/Q206844,theobromine,
http://www.wikidata.org/entity/Q207843,nitric oxide (radical),
http://www.wikidata.org/entity/Q207920,4-hydroxybutanoic acid,narcolepsy
http://www.wikidata.org/entity/Q208360,lutropin alfa,
http://www.wikidata.org/entity/Q411417,cephalexin,gram-negative bacterial infection
http://www.wikidata.org/entity/Q411417,cephalexin,urinary tract infection
http://www.wikidata.org/entity/Q411441,hydrocodone,cough
http://www.wikidata.org/entity/Q411441,hydrocodone,pain
http://www.wikidata.org/entity/Q411441,hydrocodone,obstructive lung disease
http://www.wikidata.org/entity/Q411456,methocarbamol,tetanus
http://www.wikidata.org/entity/Q411456,methocarbamol,pain
http://www.wikidata.org/entity/Q411456,methocarbamol,spasm
http://www.wikidata.org/entity/Q411456,methocarbamol,cramp
http://www.wikidata.org/entity/Q411456,methocarbamol,inflammatory myopathy
http://www.wikidata.org/entity/Q411457,trazodone,anxiety
http://www.wikidata.org/entity/Q411457,trazodone,insomnia
http://www.wikidata.org/entity/Q411457,trazodone,neurotic disorder
http://www.wikidata.org/entity/Q411457,trazodone,sleep-wake disorder
http://www.wikidata.org/entity/Q411461,pilocarpine,glaucoma
http://www.wikidata.org/entity/Q411461,pilocarpine,head and neck cancer
http://www.wikidata.org/entity/Q411461,pilocarpine,angle-closure glaucoma
http://www.wikidata.org/entity/Q411478,fluconazole,candidiasis
http://www.wikidata.org/entity/Q411478,fluconazole,fungal infectious disease
http://www.wikidata.org/entity/Q411478,fluconazole,blastomycosis
http://www.wikidata.org/entity/Q411478,fluconazole,histoplasmosis
http://www.wikidata.org/entity/Q411478,fluconazole,coccidioidomycosis
http://www.wikidata.org/entity/Q411478,fluconazole,vulvovaginal candidiasis
http://www.wikidata.org/entity/Q411478,fluconazole,cryptococcosis
http://www.wikidata.org/entity/Q411478,fluconazole,oral candidiasis
http://www.wikidata.org/entity/Q411478,fluconazole,chronic mucocutaneous candidiasis
http://www.wikidata.org/entity/Q411478,fluconazole,esophageal candidiasis
http://www.wikidata.org/entity/Q411478,fluconazole,cryptococcal meningitis
http://www.wikidata.org/entity/Q411478,fluconazole,urinary tract infection
http://www.wikidata.org/entity/Q411511,diatrizoic acid,
http://www.wikidata.org/entity/Q411515,methylnaltrexone,constipation
http://www.wikidata.org/entity/Q411517,brinzolamide,glaucoma
http://www.wikidata.org/entity/Q411517,brinzolamide,open-angle glaucoma
http://www.wikidata.org/entity/Q411517,brinzolamide,ocular hypertension
http://www.wikidata.org/entity/Q411552,doripenem,
http://www.wikidata.org/entity/Q411557,sulfadoxine,pneumocystosis
http://www.wikidata.org/entity/Q411557,sulfadoxine,Plasmodium falciparum malaria
http://www.wikidata.org/entity/Q411582,nifurtimox,
http://www.wikidata.org/entity/Q411588,eltrombopag,anemia
http://www.wikidata.org/entity/Q411588,eltrombopag,thrombocytopenia
http://www.wikidata.org/entity/Q411588,eltrombopag,myelodysplastic syndrome
http://www.wikidata.org/entity/Q411594,methoxyflurane,
http://www.wikidata.org/entity/Q411635,permethrin,scabies
http://www.wikidata.org/entity/Q411635,permethrin,lice infestation
http://www.wikidata.org/entity/Q411646,oxytetracycline,acne
http://www.wikidata.org/entity/Q411646,oxytetracycline,gonorrhea
http://www.wikidata.org/entity/Q411646,oxytetracycline,chlamydia infection
http://www.wikidata.org/entity/Q411646,oxytetracycline,rickettsiosis
http://www.wikidata.org/entity/Q411646,oxytetracycline,gram-negative bacterial infection
http://www.wikidata.org/entity/Q411648,tacrolimus,ulcerative colitis
http://www.wikidata.org/entity/Q411648,tacrolimus,myasthenia gravis
http://www.wikidata.org/entity/Q411648,tacrolimus,conjunctivitis
http://www.wikidata.org/entity/Q411648,tacrolimus,vitiligo
http://www.wikidata.org/entity/Q411648,tacrolimus,atopic dermatitis
http://www.wikidata.org/entity/Q411648,tacrolimus,nephrotic syndrome
http://www.wikidata.org/entity/Q411648,tacrolimus,autoimmune hepatitis
http://www.wikidata.org/entity/Q411648,tacrolimus,lichen planus
http://www.wikidata.org/entity/Q411648,tacrolimus,polymyositis
http://www.wikidata.org/entity/Q411648,tacrolimus,interstitial lung disease
http://www.wikidata.org/entity/Q411648,tacrolimus,graft-versus-host disease
http://www.wikidata.org/entity/Q411648,tacrolimus,lupus nephritis
http://www.wikidata.org/entity/Q411648,tacrolimus,acute graft versus host disease
http://www.wikidata.org/entity/Q411659,daunorubicin,acute myeloid leukemia
http://www.wikidata.org/entity/Q411659,daunorubicin,lymphoid leukemia
http://www.wikidata.org/entity/Q411697,mephobarbital,epilepsy
http://www.wikidata.org/entity/Q411697,mephobarbital,anxiety disorder
http://www.wikidata.org/entity/Q411697,mephobarbital,tonic–clonic seizure
http://www.wikidata.org/entity/Q411697,mephobarbital,childhood absence epilepsy
http://www.wikidata.org/entity/Q411707,amifampridine,
http://www.wikidata.org/entity/Q411770,silodosin,
http://www.wikidata.org/entity/Q411781,Teriparatide,bone fracture
http://www.wikidata.org/entity/Q411781,Teriparatide,osteoporosis
http://www.wikidata.org/entity/Q411781,Teriparatide,bone disease
http://www.wikidata.org/entity/Q411781,Teriparatide,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q411781,Teriparatide,postmenopausal osteoporosis
http://www.wikidata.org/entity/Q411787,miltefosine,
http://www.wikidata.org/entity/Q411799,levomethadyl acetate,opiate dependence
http://www.wikidata.org/entity/Q411885,chromic chloride,
http://www.wikidata.org/entity/Q411887,rivastigmine,Alzheimer's disease
http://www.wikidata.org/entity/Q411887,rivastigmine,Parkinson's disease
http://www.wikidata.org/entity/Q411887,rivastigmine,dementia
http://www.wikidata.org/entity/Q411887,rivastigmine,Lewy body dementia
http://www.wikidata.org/entity/Q411887,rivastigmine,early-onset Alzheimer's disease
http://www.wikidata.org/entity/Q411917,glycopyrrolate,peptic ulcer disease
http://www.wikidata.org/entity/Q411917,glycopyrrolate,chronic obstructive pulmonary disease
http://www.wikidata.org/entity/Q411932,duloxetine,mental disorder
http://www.wikidata.org/entity/Q411932,duloxetine,major depressive disorders
http://www.wikidata.org/entity/Q411932,duloxetine,migraine disorder
http://www.wikidata.org/entity/Q411932,duloxetine,anxiety
http://www.wikidata.org/entity/Q411932,duloxetine,arthritis
http://www.wikidata.org/entity/Q411932,duloxetine,obsessive-compulsive disorder
http://www.wikidata.org/entity/Q411932,duloxetine,mood disorder
http://www.wikidata.org/entity/Q411932,duloxetine,post-traumatic stress disorder
http://www.wikidata.org/entity/Q411932,duloxetine,fibromyalgia
http://www.wikidata.org/entity/Q411932,duloxetine,anxiety disorder
http://www.wikidata.org/entity/Q411932,duloxetine,generalized anxiety disorder
http://www.wikidata.org/entity/Q411932,duloxetine,postpartum depression
http://www.wikidata.org/entity/Q411932,duloxetine,peripheral neuropathy
http://www.wikidata.org/entity/Q411932,duloxetine,complex regional pain syndrome
http://www.wikidata.org/entity/Q411932,duloxetine,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q411940,aprobarbital,anxiety disorder
http://www.wikidata.org/entity/Q411940,aprobarbital,insomnia
http://www.wikidata.org/entity/Q411985,(6S)-rotigotine,Parkinson's disease
http://www.wikidata.org/entity/Q411985,(6S)-rotigotine,restless legs syndrome
http://www.wikidata.org/entity/Q412133,dexmedetomidine,pain
http://www.wikidata.org/entity/Q412133,dexmedetomidine,agitation in dementia
http://www.wikidata.org/entity/Q412143,triazolam,insomnia
http://www.wikidata.org/entity/Q412143,triazolam,sleep-wake disorder
http://www.wikidata.org/entity/Q412158,pregnenolone,
http://www.wikidata.org/entity/Q412164,clobazam,epilepsy
http://www.wikidata.org/entity/Q412174,pregabalin,multiple sclerosis
http://www.wikidata.org/entity/Q412174,pregabalin,epilepsy
http://www.wikidata.org/entity/Q412174,pregabalin,migraine disorder
http://www.wikidata.org/entity/Q412174,pregabalin,anxiety
http://www.wikidata.org/entity/Q412174,pregabalin,arthritis
http://www.wikidata.org/entity/Q412174,pregabalin,radiculopathy
http://www.wikidata.org/entity/Q412174,pregabalin,herpes zoster
http://www.wikidata.org/entity/Q412174,pregabalin,fibromyalgia
http://www.wikidata.org/entity/Q412174,pregabalin,anxiety disorder
http://www.wikidata.org/entity/Q412174,pregabalin,generalized anxiety disorder
http://www.wikidata.org/entity/Q412174,pregabalin,restless legs syndrome
http://www.wikidata.org/entity/Q412174,pregabalin,peripheral neuropathy
http://www.wikidata.org/entity/Q412174,pregabalin,complex regional pain syndrome
http://www.wikidata.org/entity/Q412174,pregabalin,diabetic nephropathy
http://www.wikidata.org/entity/Q412174,pregabalin,trigeminal neuralgia
http://www.wikidata.org/entity/Q412174,pregabalin,spinal stenosis
http://www.wikidata.org/entity/Q412174,pregabalin,neurological disorder
http://www.wikidata.org/entity/Q412174,pregabalin,osteoarthritis susceptibility 1
http://www.wikidata.org/entity/Q412178,tamoxifen,breast cancer
http://www.wikidata.org/entity/Q412178,tamoxifen,pancreatic cancer
http://www.wikidata.org/entity/Q412178,tamoxifen,infant gynecomastia
http://www.wikidata.org/entity/Q412182,stiripentol,
http://www.wikidata.org/entity/Q412189,memantine,amnesia
http://www.wikidata.org/entity/Q412189,memantine,Alzheimer's disease
http://www.wikidata.org/entity/Q412189,memantine,dementia
http://www.wikidata.org/entity/Q412189,memantine,vascular dementia
http://www.wikidata.org/entity/Q412194,buspirone,anxiety
http://www.wikidata.org/entity/Q412194,buspirone,intellectual disability
http://www.wikidata.org/entity/Q412194,buspirone,anxiety disorder
http://www.wikidata.org/entity/Q412194,buspirone,neurotic disorder
http://www.wikidata.org/entity/Q412197,irinotecan,leukemia
http://www.wikidata.org/entity/Q412197,irinotecan,breast cancer
http://www.wikidata.org/entity/Q412197,irinotecan,colorectal cancer
http://www.wikidata.org/entity/Q412197,irinotecan,stomach cancer
http://www.wikidata.org/entity/Q412197,irinotecan,lymphoma
http://www.wikidata.org/entity/Q412197,irinotecan,pancreatic cancer
http://www.wikidata.org/entity/Q412197,irinotecan,rectum cancer
http://www.wikidata.org/entity/Q412197,irinotecan,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q412197,irinotecan,alveolar rhabdomyosarcoma
http://www.wikidata.org/entity/Q412197,irinotecan,brain cancer
http://www.wikidata.org/entity/Q412197,irinotecan,rectum adenocarcinoma
http://www.wikidata.org/entity/Q412197,irinotecan,colon cancer
http://www.wikidata.org/entity/Q412197,irinotecan,colon adenocarcinoma
http://www.wikidata.org/entity/Q412197,irinotecan,colonic benign neoplasm
http://www.wikidata.org/entity/Q412197,irinotecan,germ cell cancer
http://www.wikidata.org/entity/Q412197,irinotecan,pancreatic adenocarcinoma
http://www.wikidata.org/entity/Q412197,irinotecan,"neuroblastoma, susceptibility to"
http://www.wikidata.org/entity/Q412208,lisinopril,arterial hypertension
http://www.wikidata.org/entity/Q412208,lisinopril,acute myocardial infarction
http://www.wikidata.org/entity/Q412208,lisinopril,congestive heart failure
http://www.wikidata.org/entity/Q412221,clonidine,arterial hypertension
http://www.wikidata.org/entity/Q412221,clonidine,spasticity
http://www.wikidata.org/entity/Q412221,clonidine,glaucoma
http://www.wikidata.org/entity/Q412221,clonidine,attention deficit hyperactivity disorder
http://www.wikidata.org/entity/Q412221,clonidine,Tourette syndrome
http://www.wikidata.org/entity/Q412221,clonidine,hypersalivation
http://www.wikidata.org/entity/Q412223,amphotericin B,urinary tract infection
http://www.wikidata.org/entity/Q412223,amphotericin B,peritonitis
http://www.wikidata.org/entity/Q412223,amphotericin B,cystitis
http://www.wikidata.org/entity/Q412223,amphotericin B,paracoccidioidomycosis
http://www.wikidata.org/entity/Q412223,amphotericin B,aspergillosis
http://www.wikidata.org/entity/Q412223,amphotericin B,candidiasis
http://www.wikidata.org/entity/Q412223,amphotericin B,fungal infectious disease
http://www.wikidata.org/entity/Q412223,amphotericin B,blastomycosis
http://www.wikidata.org/entity/Q412223,amphotericin B,histoplasmosis
http://www.wikidata.org/entity/Q412223,amphotericin B,sporotrichosis
http://www.wikidata.org/entity/Q412223,amphotericin B,coccidioidomycosis
http://www.wikidata.org/entity/Q412223,amphotericin B,neutropenia
http://www.wikidata.org/entity/Q412223,amphotericin B,cryptococcosis
http://www.wikidata.org/entity/Q412223,amphotericin B,visceral leishmaniasis
http://www.wikidata.org/entity/Q412223,amphotericin B,chronic mucocutaneous candidiasis
http://www.wikidata.org/entity/Q412223,amphotericin B,entomophthoramycosis
http://www.wikidata.org/entity/Q412223,amphotericin B,fungal meningitis
http://www.wikidata.org/entity/Q412223,amphotericin B,cutaneous candidiasis
http://www.wikidata.org/entity/Q412226,yohimbine,erectile dysfunction
http://www.wikidata.org/entity/Q412226,yohimbine,hypoactive sexual desire disorder
http://www.wikidata.org/entity/Q412236,Voriconazole,pneumonia
http://www.wikidata.org/entity/Q412236,Voriconazole,aspergillosis
http://www.wikidata.org/entity/Q412236,Voriconazole,candidiasis
http://www.wikidata.org/entity/Q412236,Voriconazole,lung disease
http://www.wikidata.org/entity/Q412236,Voriconazole,esophageal candidiasis
http://www.wikidata.org/entity/Q412236,Voriconazole,systemic mycosis
http://www.wikidata.org/entity/Q412236,Voriconazole,fusariosis
http://www.wikidata.org/entity/Q412299,oxazepam,anxiety disorder
http://www.wikidata.org/entity/Q412299,oxazepam,focal epilepsy
http://www.wikidata.org/entity/Q412318,ethambutol,tuberculosis
http://www.wikidata.org/entity/Q412318,ethambutol,Mycobacterium avium-intracellulare infection
http://www.wikidata.org/entity/Q412318,ethambutol,pulmonary tuberculosis
http://www.wikidata.org/entity/Q412323,rituximab,multiple sclerosis
http://www.wikidata.org/entity/Q412323,rituximab,myasthenia gravis
http://www.wikidata.org/entity/Q408977,vincristine,"Hodgkin's lymphoma, mixed cellularity"
http://www.wikidata.org/entity/Q408977,vincristine,precursor T-cell acute lymphoblastic leukemia
http://www.wikidata.org/entity/Q409192,ketoprofen,osteoarthritis
http://www.wikidata.org/entity/Q409192,ketoprofen,pain
http://www.wikidata.org/entity/Q409192,ketoprofen,rheumatoid arthritis
http://www.wikidata.org/entity/Q409231,indomethacin,enthesopathy
http://www.wikidata.org/entity/Q409231,indomethacin,osteoarthritis
http://www.wikidata.org/entity/Q409231,indomethacin,pain
http://www.wikidata.org/entity/Q409231,indomethacin,inflammation
http://www.wikidata.org/entity/Q409231,indomethacin,gout
http://www.wikidata.org/entity/Q409231,indomethacin,rheumatoid arthritis
http://www.wikidata.org/entity/Q409231,indomethacin,bursitis
http://www.wikidata.org/entity/Q409231,indomethacin,patent ductus arteriosus
http://www.wikidata.org/entity/Q409231,indomethacin,gout attack
http://www.wikidata.org/entity/Q409236,fluvoxamine,obsessive-compulsive disorder
http://www.wikidata.org/entity/Q409236,fluvoxamine,anxiety disorder
http://www.wikidata.org/entity/Q409236,fluvoxamine,panic disorder
http://www.wikidata.org/entity/Q409236,fluvoxamine,neurotic disorder
http://www.wikidata.org/entity/Q409251,calcium acetate,osteoporosis
http://www.wikidata.org/entity/Q409251,calcium acetate,chronic kidney disease
http://www.wikidata.org/entity/Q409251,calcium acetate,hyperphosphatemia
http://www.wikidata.org/entity/Q409255,Renin inhibitor,
http://www.wikidata.org/entity/Q409262,methicillin,staphylococcal infection
http://www.wikidata.org/entity/Q409262,methicillin,osteomyelitis
http://www.wikidata.org/entity/Q409262,methicillin,bacterial pneumonia
http://www.wikidata.org/entity/Q409267,diethylcarbamazine,
http://www.wikidata.org/entity/Q409292,piperazine,
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,myocardial infarction
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,arterial hypertension
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,ventricular tachycardia
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,angina pectoris
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,heart arrhythmia
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,heart disease
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,atrial fibrillation
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,ventricular fibrillation
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,supraventricular tachycardia
http://www.wikidata.org/entity/Q409468,(RS)-metoprolol,congestive heart failure
http://www.wikidata.org/entity/Q409492,cimetidine,urticaria
http://www.wikidata.org/entity/Q409492,cimetidine,Zollinger-Ellison syndrome
http://www.wikidata.org/entity/Q409492,cimetidine,gastroesophageal reflux disease
http://www.wikidata.org/entity/Q409492,cimetidine,heartburn
http://www.wikidata.org/entity/Q409492,cimetidine,indigestion
http://www.wikidata.org/entity/Q409492,cimetidine,peptic esophagitis
http://www.wikidata.org/entity/Q409492,cimetidine,gastric ulcer
http://www.wikidata.org/entity/Q409492,cimetidine,duodenal ulcer
http://www.wikidata.org/entity/Q409492,cimetidine,arterial occlusive disease
http://www.wikidata.org/entity/Q409558,methyprylon,insomnia
http://www.wikidata.org/entity/Q409587,naltrexone,non-controlled substance abuse
http://www.wikidata.org/entity/Q409587,naltrexone,substance abuse
http://www.wikidata.org/entity/Q409587,naltrexone,alcohol abuse
http://www.wikidata.org/entity/Q409587,naltrexone,opiate dependence
http://www.wikidata.org/entity/Q409595,isocarboxazid,neurotic disorder
http://www.wikidata.org/entity/Q409632,pentobarbital,status epilepticus
http://www.wikidata.org/entity/Q409665,disulfiram,alcohol abuse
http://www.wikidata.org/entity/Q409697,Pegvisomant,acromegaly
http://www.wikidata.org/entity/Q409712,ceftaroline fosamil,staphylococcal infection
http://www.wikidata.org/entity/Q409721,estriol,
http://www.wikidata.org/entity/Q409729,almotriptan,migraine disorder
http://www.wikidata.org/entity/Q409761,amantadine,influenza
http://www.wikidata.org/entity/Q409761,amantadine,Parkinson's disease
http://www.wikidata.org/entity/Q409765,idoxuridine,herpes simplex virus keratitis
http://www.wikidata.org/entity/Q409898,dapagliflozin,type-1 diabetes
http://www.wikidata.org/entity/Q409898,dapagliflozin,type-2 diabetes
http://www.wikidata.org/entity/Q409935,Pegaptanib,
http://www.wikidata.org/entity/Q409942,talbutal,
http://www.wikidata.org/entity/Q409948,nomifensine,
http://www.wikidata.org/entity/Q409966,etizolam,
http://www.wikidata.org/entity/Q409978,rescinnamine,
http://www.wikidata.org/entity/Q409981,metaraminol,hypotension
http://www.wikidata.org/entity/Q409981,metaraminol,neurogenic shock
http://www.wikidata.org/entity/Q409990,eicosapentaenoic acid,
http://www.wikidata.org/entity/Q410061,amiodarone,ventricular tachycardia
http://www.wikidata.org/entity/Q410061,amiodarone,heart arrhythmia
http://www.wikidata.org/entity/Q410061,amiodarone,heart disease
http://www.wikidata.org/entity/Q410061,amiodarone,atrial fibrillation
http://www.wikidata.org/entity/Q410061,amiodarone,ventricular fibrillation
http://www.wikidata.org/entity/Q410061,amiodarone,atrial flutter
http://www.wikidata.org/entity/Q410061,amiodarone,supraventricular tachycardia
http://www.wikidata.org/entity/Q410069,piracetam,
http://www.wikidata.org/entity/Q410074,losartan,arterial hypertension
http://www.wikidata.org/entity/Q410074,losartan,congestive heart failure
http://www.wikidata.org/entity/Q410078,nitrazepam,
http://www.wikidata.org/entity/Q410083,polyethylene glycol,constipation
http://www.wikidata.org/entity/Q410179,sodium thiopental,intracranial hypertension
http://www.wikidata.org/entity/Q410189,Blinatumomab,
http://www.wikidata.org/entity/Q410195,frovatriptan,
http://www.wikidata.org/entity/Q410198,L-ornithine,
http://www.wikidata.org/entity/Q208451,calcium chloride,cardiac arrest
http://www.wikidata.org/entity/Q208451,calcium chloride,tetany
http://www.wikidata.org/entity/Q210402,diazepam,epilepsy
http://www.wikidata.org/entity/Q210402,diazepam,spasticity
http://www.wikidata.org/entity/Q210402,diazepam,anxiety
http://www.wikidata.org/entity/Q210402,diazepam,psychosis
http://www.wikidata.org/entity/Q210402,diazepam,anxiety disorder
http://www.wikidata.org/entity/Q210402,diazepam,panic disorder
http://www.wikidata.org/entity/Q210402,diazepam,status epilepticus
http://www.wikidata.org/entity/Q210402,diazepam,insomnia
http://www.wikidata.org/entity/Q210402,diazepam,substance abuse
http://www.wikidata.org/entity/Q210402,diazepam,sleep-wake disorder
http://www.wikidata.org/entity/Q211509,oseltamivir,swine influenza
http://www.wikidata.org/entity/Q211509,oseltamivir,"influenza, severe, susceptibility to"
http://www.wikidata.org/entity/Q212171,rizatriptan,migraine disorder
http://www.wikidata.org/entity/Q212272,hydroxyurea,ovarian cancer
http://www.wikidata.org/entity/Q212272,hydroxyurea,melanoma
http://www.wikidata.org/entity/Q212272,hydroxyurea,prostate cancer
http://www.wikidata.org/entity/Q212272,hydroxyurea,acute myeloid leukemia
http://www.wikidata.org/entity/Q212272,hydroxyurea,chronic myeloid leukemia
http://www.wikidata.org/entity/Q212272,hydroxyurea,polycythemia
http://www.wikidata.org/entity/Q212272,hydroxyurea,polycythemia vera
http://www.wikidata.org/entity/Q212272,hydroxyurea,uterine cancer
http://www.wikidata.org/entity/Q212272,hydroxyurea,essential thrombocytosis
http://www.wikidata.org/entity/Q212272,hydroxyurea,thrombogavitis
http://www.wikidata.org/entity/Q212272,hydroxyurea,head and neck cancer
http://www.wikidata.org/entity/Q212272,hydroxyurea,hypereosinophilic syndrome
http://www.wikidata.org/entity/Q212272,hydroxyurea,non-small-cell lung carcinoma
http://www.wikidata.org/entity/Q212272,hydroxyurea,acropustulosis
http://www.wikidata.org/entity/Q212272,hydroxyurea,brain cancer
http://www.wikidata.org/entity/Q212272,hydroxyurea,collecting duct carcinoma
http://www.wikidata.org/entity/Q213050,succinic acid,
http://www.wikidata.org/entity/Q213511,erythromycin,chancroid
http://www.wikidata.org/entity/Q213511,erythromycin,staphylococcal infection
http://www.wikidata.org/entity/Q213511,erythromycin,acne
http://www.wikidata.org/entity/Q213511,erythromycin,gonorrhea
http://www.wikidata.org/entity/Q213511,erythromycin,anthrax
http://www.wikidata.org/entity/Q213511,erythromycin,pertussis
http://www.wikidata.org/entity/Q213511,erythromycin,chlamydia infection
http://www.wikidata.org/entity/Q213511,erythromycin,legionnaires' disease
http://www.wikidata.org/entity/Q213511,erythromycin,gastroenteritis
http://www.wikidata.org/entity/Q213511,erythromycin,campylobacteriosis
http://www.wikidata.org/entity/Q213511,erythromycin,erythrasma
http://www.wikidata.org/entity/Q213511,erythromycin,urethritis
http://www.wikidata.org/entity/Q213580,pyruvic acid,
http://www.wikidata.org/entity/Q214769,magnesium oxide,
http://www.wikidata.org/entity/Q216935,lidocaine,pain
http://www.wikidata.org/entity/Q216935,lidocaine,burn
http://www.wikidata.org/entity/Q216935,lidocaine,heart arrhythmia
http://www.wikidata.org/entity/Q216935,lidocaine,tachycardia
http://www.wikidata.org/entity/Q216935,lidocaine,ventricular fibrillation
http://www.wikidata.org/entity/Q216935,lidocaine,Wolff-Parkinson-White syndrome
http://www.wikidata.org/entity/Q216935,lidocaine,mouth disease
http://www.wikidata.org/entity/Q216935,lidocaine,esophageal disease
http://www.wikidata.org/entity/Q216935,lidocaine,paroxysmal tachycardia
http://www.wikidata.org/entity/Q218284,zofenopril,arterial hypertension
http://www.wikidata.org/entity/Q218284,zofenopril,acute myocardial infarction
http://www.wikidata.org/entity/Q218507,zoledronic acid,osteoporosis
http://www.wikidata.org/entity/Q218507,zoledronic acid,prostate cancer
http://www.wikidata.org/entity/Q218507,zoledronic acid,renal osteodystrophy
http://www.wikidata.org/entity/Q218507,zoledronic acid,hypercalcemia
http://www.wikidata.org/entity/Q218642,L-Alanine,
