subject,predicate,object
fesoterodine,use,bladder
fesoterodine,use,bladder disease
idelalisib,use,B-cell lymphoma
idelalisib,use,mantle cell lymphoma
idelalisib,use,leukemia CLL
idelalisib,use,diffuse large B-cell lymphoma
idelalisib,use,non-Hodgkin lymphoma
idelalisib,use,cancer
idelalisib,use,B cell
idelalisib,use,Waldenström's macroglobulinemia
idelalisib,use,chronic lymphocytic leukemia
idelalisib,use,lymphoma
tolazoline,use,Arteriosclerosis obliterans
tolazoline,use,systemic scleroderma
tolazoline,use,persistent fetal circulation syndrome
tolazoline,use,Raynaud disease
tolazoline,use,thromboangiitis obliterans
tolazoline,use,causalgia
tolazoline,use,thrombophlebitis
nisoldipine,use,angina pectoris
nisoldipine,use,arterial hypertension
nisoldipine,use,blood pressure
Pegaspargase,use,leukemia
Pegaspargase,use,lymphoid leukemia
Pegaspargase,use,lymphosarcoma
Pegaspargase,use,chronic lymphocytic leukemia
selexipag,use,lungs
selexipag,use,pulmonary hypertension
selexipag,use,blood pressure
sulfadoxine,use,pneumocystosis
sulfadoxine,use,Plasmodium falciparum malaria
oxycodone,use,substance abuse
oxycodone,use,cancer
oxycodone,use,fibromyalgia
oxycodone,use,injury
oxycodone,use,pain
disulfiram,use,alcohol abuse
metoclopramide,use,gastroparesis
metoclopramide,use,vomiting
metoclopramide,use,gastroesophageal reflux disease
metoclopramide,use,postoperative nausea and vomiting
metoclopramide,use,indigestion
cabozantinib,use,renal pelvis carcinoma
cabozantinib,use,thyroid medullary carcinoma
cabozantinib,use,cancer
cabozantinib,use,thyroid
cabozantinib,use,kidney cancer
cabozantinib,use,renal cell carcinoma
cabozantinib,use,liver cancer
interferon beta-1b,use,relapsing-remitting multiple sclerosis
interferon beta-1b,use,secondary progressive multiple sclerosis
interferon beta-1b,use,sclerosis
interferon beta-1b,use,multiple sclerosis
tolterodine,use,bladder
tolterodine,use,urinary incontinence
tolterodine,use,bladder disease
dapagliflozin,use,type-1 diabetes
dapagliflozin,use,saxagliptin
dapagliflozin,use,type-2 diabetes
nalidixic acid,use,Escherichia coli infectious disease
nalidixic acid,use,urinary tract infection
dolutegravir,use,human immunodeficiency virus infectious disease
dolutegravir,use,lamivudine
dolutegravir,use,dolutegravir
Plicamycin,use,hypercalcemia
Plicamycin,use,testicular cancer
Plicamycin,use,chronic myeloid leukemia
atorvastatin,use,coronary artery disease
atorvastatin,use,diet
atorvastatin,use,fats
atorvastatin,use,LDL
atorvastatin,use,arteriosclerosis
atorvastatin,use,blood
atorvastatin,use,heart disease
atorvastatin,use,lipedema
atorvastatin,use,hypertriglyceridemia
atorvastatin,use,cerebral infarction
atorvastatin,use,arterial hypertension
atorvastatin,use,cholesterol
atorvastatin,use,triglycerides
atorvastatin,use,rare dyslipidemia
atorvastatin,use,familial hyperlipidemia
dexlansoprazole,use,esophagitis
dexlansoprazole,use,gastritis
dexlansoprazole,use,esophagus
dexlansoprazole,use,problems
dexlansoprazole,use,gastroesophageal reflux disease
dexlansoprazole,use,reflux
dexlansoprazole,use,indigestion
captopril,use,rheumatoid arthritis
captopril,use,Bartter disease
captopril,use,arterial hypertension
captopril,use,congestive heart failure
captopril,use,malignant hypertension
captopril,use,Raynaud disease
captopril,use,anasarca
zoledronic acid monohydrate,use,hypercalcemia
zoledronic acid monohydrate,use,osteoporosis
zoledronic acid monohydrate,use,acne
zoledronic acid monohydrate,use,postmenopausal osteoporosis
zoledronic acid monohydrate,use,kidney cancer
zoledronic acid monohydrate,use,infections
zoledronic acid monohydrate,use,bone disease
zoledronic acid monohydrate,use,renal cell carcinoma
(S)-(−)-carbidopa monohydrate,use,Parkinson's disease
oxymorphone,use,substance abuse
oxymorphone,use,pain
Caspofungin,use,aspergillosis
Caspofungin,use,infections
Caspofungin,use,candidiasis
Pasireotide,use,condition
Pasireotide,use,pituitary-dependent Cushing's disease
Pasireotide,use,growth hormone
fludrocortisone,use,Addison's disease
fludrocortisone,use,adrenal gland hyperfunction
candesartan,use,arterial hypertension
candesartan,use,congestive heart failure
candesartan,use,blood pressure
doxorubicin,use,breast cancer
doxorubicin,use,Post-transplant lymphoproliferative disorder
doxorubicin,use,T-cell lymphoma
doxorubicin,use,transitional cell carcinoma
doxorubicin,use,acute myeloid leukemia
doxorubicin,use,B-cell lymphoma
doxorubicin,use,neuroblastoma
doxorubicin,use,mantle cell lymphoma
doxorubicin,use,precursor T-cell acute lymphoblastic leukemia
doxorubicin,use,chemotherapy drug
doxorubicin,use,diffuse large B-cell lymphoma
doxorubicin,use,plasmablastic lymphoma
doxorubicin,use,bladder cancer
doxorubicin,use,bone sarcoma
doxorubicin,use,hematologic cancer
doxorubicin,use,precursor T-lymphoblastic lymphoma/leukemia
doxorubicin,use,non-Hodgkin lymphoma
doxorubicin,use,hepatoblastoma
doxorubicin,use,invasive ductal carcinoma
doxorubicin,use,cancer
doxorubicin,use,mature T-cell and NK-cell lymphoma
doxorubicin,use,primary mediastinal B-cell lymphoma
doxorubicin,use,chronic lymphocytic leukemia
doxorubicin,use,lymphoma
doxorubicin,use,ovarian cancer
pirfenidone,use,interstitial lung disease
pirfenidone,use,lung disease
antibiotic,use,burns
antibiotic,use,skin infections
antibiotic,use,scrapes
antibiotic,use,cuts
alendronic acid,use,osteoporosis
alendronic acid,use,osteoarthritis susceptibility 1
alendronic acid,use,bone disease
azithromycin,use,tonsillitis
azithromycin,use,blepharitis
azithromycin,use,staphylococcal infection
azithromycin,use,otitis media
azithromycin,use,Mycobacterium avium-intracellulare infection
azithromycin,use,sinusitis
azithromycin,use,bronchitis
azithromycin,use,urethritis
azithromycin,use,pneumonia
azithromycin,use,otitis
azithromycin,use,nasopharyngitis
azithromycin,use,chlamydia infection
azithromycin,use,upper respiratory tract infection
azithromycin,use,lung disease
azithromycin,use,bacterial infectious disease
azithromycin,use,bronchiolitis obliterans
azithromycin,use,skin infection
azithromycin,use,influenza
azithromycin,use,bacterial pneumonia
azithromycin,use,pharyngitis
naloxone,use,opiate dependence
naloxone,use,naloxone
naloxone,use,medicines
naloxone,use,septic shock
molindone,use,schizophrenia
molindone,use,schizophreniform disorder
molindone,use,mood disorders
iopanoic acid,use,hyperthyroidism
secobarbital,use,surgery
secobarbital,use,insomnia
ceftibuten,use,tonsillitis
ceftibuten,use,otitis media
ceftibuten,use,acute bronchitis
ceftibuten,use,gram-negative bacterial infection
ceftibuten,use,infections
ceftibuten,use,Escherichia coli infectious disease
ceftibuten,use,pharyngitis
ceftibuten,use,urinary tract infection
lidocaine,use,esophageal disease
lidocaine,use,Wolff-Parkinson-White syndrome
lidocaine,use,lidocaine
lidocaine,use,paroxysmal tachycardia
lidocaine,use,tachycardia
lidocaine,use,ventricular fibrillation
lidocaine,use,anesthetics
lidocaine,use,burn
lidocaine,use,amide type
lidocaine,use,heart arrhythmia
lidocaine,use,prilocaine
lidocaine,use,mouth disease
lidocaine,use,pain
dofetilide,use,atrial fibrillation
dofetilide,use,heart disease
dofetilide,use,heart arrhythmia
dofetilide,use,atrial flutter
probenecid,use,gout attack
probenecid,use,tertiary neurosyphilis
probenecid,use,gonorrhea
docetaxel,use,breast cancer
docetaxel,use,stomach cancer
docetaxel,use,non-small-cell lung carcinoma
docetaxel,use,head and neck cancer
docetaxel,use,connective tissue benign neoplasm
docetaxel,use,lung
docetaxel,use,stomach
docetaxel,use,cancer
docetaxel,use,prostate
docetaxel,use,melanoma
docetaxel,use,neck
docetaxel,use,pancreatic cancer
docetaxel,use,ovarian cancer
hydrochlorothiazide,use,arterial hypertension
hydrochlorothiazide,use,hydrochlorothiazide
hydrochlorothiazide,use,congestive heart failure
hydrochlorothiazide,use,anasarca
hydrochlorothiazide,use,nephrotic syndrome
hydrochlorothiazide,use,ACE inhibitor
tiotropium,use,emphysema
tiotropium,use,bronchiectasis
tiotropium,use,shortness
tiotropium,use,respiratory disease
tiotropium,use,bronchitis
tiotropium,use,breath
tiotropium,use,pneumonia
tiotropium,use,lung disease
tiotropium,use,pulmonary hypertension
tiotropium,use,disease COPD
isoflurane,use,status asthmaticus
isoflurane,use,neurotic disorder
Botulinum Toxin Type B,use,B
Botulinum Toxin Type B,use,toxin A
Botulinum Toxin Type B,use,toxin products
Botulinum Toxin Type B,use,dystonia
steroid,use,skin conditions
Antihemophilic Factor,use,factor
Antihemophilic Factor,use,factor VII deficiency
Antihemophilic Factor,use,von Willebrand's disease
Antihemophilic Factor,use,hemophilia A
Antihemophilic Factor,use,episodes
mazindol,use,obesity
dalfampridine,use,relapsing-remitting multiple sclerosis
dalfampridine,use,secondary progressive multiple sclerosis
dalfampridine,use,multiple sclerosis
dalfampridine,use,primary progressive multiple sclerosis
dalfampridine,use,peroneal nerve paralysis
mafenide,use,burns
mafenide,use,infections
mafenide,use,bacterial infectious disease
esomeprazole,use,esophagitis
esomeprazole,use,stomach disease
esomeprazole,use,gastritis
esomeprazole,use,esophagus
esomeprazole,use,heartburn
esomeprazole,use,problems
esomeprazole,use,gastric ulcer
esomeprazole,use,gastroesophageal reflux disease
esomeprazole,use,duodenal ulcer
esomeprazole,use,reflux
esomeprazole,use,peptic ulcer disease
esomeprazole,use,hiatus hernia
esomeprazole,use,arterial occlusive disease
esomeprazole,use,indigestion
pipotiazine,use,schizophrenia
glipizide,use,blood sugar
glipizide,use,maturity-onset diabetes of the young type 2
glipizide,use,program
glipizide,use,diabetes
cetuximab,use,colon adenocarcinoma
cetuximab,use,tongue squamous cell carcinoma
cetuximab,use,non-small-cell lung carcinoma
cetuximab,use,head and neck squamous cell carcinoma
cetuximab,use,colon
cetuximab,use,oropharynx cancer
cetuximab,use,hypopharynx cancer
cetuximab,use,rectum cancer
cetuximab,use,colon cancer
cetuximab,use,cancer
cetuximab,use,tonsil cancer
cetuximab,use,rectum
cetuximab,use,skin squamous cell carcinoma
cetuximab,use,rectum adenocarcinoma
cetuximab,use,gum cancer
cetuximab,use,laryngeal cancer
cetuximab,use,tongue cancer
dasatinib monohydrate,use,acute myeloid leukemia
dasatinib monohydrate,use,leukemia
dasatinib monohydrate,use,acute leukemia
dasatinib monohydrate,use,chronic leukemia
dasatinib monohydrate,use,acne
dasatinib monohydrate,use,infections
dasatinib monohydrate,use,lymphoblastic leukemia
dasatinib monohydrate,use,chronic lymphocytic leukemia
altretamine,use,ovarian cancer
sulfadiazine,use,nocardiosis
sulfadiazine,use,toxoplasmosis
sulfadiazine,use,malaria
sulfadiazine,use,burns
sulfadiazine,use,gram-negative bacterial infection
sulfadiazine,use,infections
sulfadiazine,use,treatments
sulfadiazine,use,urinary tract infection
Tinzaparin,use,pulmonary embolism
Enalapril / Hydrochlorothiazide,use,arterial hypertension
Enalapril / Hydrochlorothiazide,use,hydrochlorothiazide
Enalapril / Hydrochlorothiazide,use,ACE inhibitor
Pegloticase,use,treatments
Pegloticase,use,gout
aminoglutethimide,use,breast cancer
aminoglutethimide,use,Cushing's syndrome
aminoglutethimide,use,prostate cancer
fluoxymesterone,use,breast cancer
fluoxymesterone,use,angioedema
fluoxymesterone,use,delayed puberty
fluoxymesterone,use,hypogonadism
Belimumab,use,lupus nephritis
Belimumab,use,lupus erythematosus
betamethasone,use,facial dermatosis
betamethasone,use,Pruritus ani
betamethasone,use,leg dermatosis
betamethasone,use,seborrhoeic dermatitis
betamethasone,use,dermatitis
betamethasone,use,acropustulosis
betamethasone,use,asthma
betamethasone,use,multiple sclerosis
betamethasone,use,atopic dermatitis
betamethasone,use,allergic rhinitis
betamethasone,use,ulcerative colitis
betamethasone,use,inflammation
betamethasone,use,hand dermatosis
betamethasone,use,scalp dermatosis
Clocortolone,use,facial dermatosis
Clocortolone,use,leg dermatosis
Clocortolone,use,skin conditions
Clocortolone,use,inflammation
Clocortolone,use,hand dermatosis
Clocortolone,use,scalp dermatosis
cyanocobalamin,use,pernicious anemia
cyanocobalamin,use,multiple sclerosis
cyanocobalamin,use,alcoholic neuropathy
cyanocobalamin,use,diabetic polyneuropathy
latamoxef,use,bacterial infectious disease
sonidegib,use,basal cell
sonidegib,use,basal-cell carcinoma
sonidegib,use,cell carcinoma
sonidegib,use,skin cancer
(21R)-argatroban,use,heparin-induced thrombocytopenia
(21R)-argatroban,use,thrombocytopenia
sulfanilamide,use,vulvovaginal candidiasis
telaprevir,use,hepatitis C
Plecanatide,use,Warning section
Plecanatide,use,constipation
Rimexolone,use,anterior uveitis
Rimexolone,use,inflammation
pregabalin,use,herpes zoster
pregabalin,use,anxiety
pregabalin,use,arthritis
pregabalin,use,anxiety disorder
pregabalin,use,nerve damage
pregabalin,use,shingles
pregabalin,use,peripheral neuropathy
pregabalin,use,spinal stenosis
pregabalin,use,infection
pregabalin,use,osteoarthritis susceptibility 1
pregabalin,use,neurological disorder
pregabalin,use,radiculopathy
pregabalin,use,multiple sclerosis
pregabalin,use,complex regional pain syndrome
pregabalin,use,fibromyalgia
pregabalin,use,trigeminal neuralgia
pregabalin,use,diabetic nephropathy
pregabalin,use,diabetes
pregabalin,use,epilepsy
pregabalin,use,pain
pregabalin,use,restless legs syndrome
pregabalin,use,migraine disorder
pregabalin,use,generalized anxiety disorder
lomitapide,use,condition
lomitapide,use,diet
lomitapide,use,lipedema
lomitapide,use,cholesterol levels
lomitapide,use,treatments
hydrocodone,use,cough
hydrocodone,use,obstructive lung disease
hydrocodone,use,pain
carbachol,use,glaucoma
pimozide,use,Tourette syndrome
pimozide,use,transient tic disorder
pimozide,use,Huntington disease
pimozide,use,schizophreniform disorder
azelastine / fluticasone,use,shortness
azelastine / fluticasone,use,sinusitis
azelastine / fluticasone,use,seasonal allergic rhinitis
azelastine / fluticasone,use,paranasal sinus disease
azelastine / fluticasone,use,rhinitis
azelastine / fluticasone,use,allergic conjunctivitis
azelastine / fluticasone,use,breath
azelastine / fluticasone,use,wheezing
azelastine / fluticasone,use,asthma
guanadrel,use,arterial hypertension
gefitinib,use,non-small-cell lung carcinoma
gefitinib,use,lung benign neoplasm
gefitinib,use,lung carcinoma in situ
gefitinib,use,lung cancer
methyprylon,use,insomnia
thioridazine,use,schizophrenia
thioridazine,use,schizophreniform disorder
thioridazine,use,mood disorders
niacinamide,use,pellagra
ethosuximide,use,childhood absence epilepsy
ethosuximide,use,epilepsy
trastuzumab,use,breast cancer
trastuzumab,use,secondary neoplasm
trastuzumab,use,hyaluronidase
trastuzumab,use,gastric adenocarcinoma
trastuzumab,use,invasive ductal carcinoma
trastuzumab,use,ingredients
trastuzumab,use,trastuzumab
Obinutuzumab,use,leukemia
Obinutuzumab,use,B-cell lymphoma
Obinutuzumab,use,mantle cell lymphoma
Obinutuzumab,use,diffuse large B-cell lymphoma
Obinutuzumab,use,non-Hodgkin lymphoma
Obinutuzumab,use,blood cancer
Obinutuzumab,use,chronic lymphocytic leukemia
Obinutuzumab,use,lymphoma
medrysone,use,giant papillary conjunctivitis
medrysone,use,episcleritis
sodium oxybate,use,Ganguester
sodium oxybate,use,chronic fatigue syndrome
sodium oxybate,use,narcolepsy
sodium oxybate,use,hypersomnia
sodium oxybate,use,insomnia
sodium oxybate,use,fibromyalgia
sodium oxybate,use,sleep-wake disorder
Dalteparin,use,unstable angina
Dalteparin,use,postoperative complications
Dalteparin,use,blood clots
Dalteparin,use,pulmonary embolism
Dalteparin,use,myocardial infarction
Dalteparin,use,thrombophlebitis
desogestrel,use,pregnancy
desogestrel,use,acne
desogestrel,use,hormone medication
desogestrel,use,endometriosis
ezetimibe,use,diet
ezetimibe,use,LDL
ezetimibe,use,blood
ezetimibe,use,lipedema
ezetimibe,use,cholesterol
ezetimibe,use,rare dyslipidemia
ezetimibe,use,familial hypercholesterolemia
prasugrel,use,acute myocardial infarction
prasugrel,use,heart disease
prasugrel,use,acute coronary syndrome
prasugrel,use,heart procedure
prasugrel,use,heart attack
prasugrel,use,aspirin
doxazosin,use,arterial hypertension
doxazosin,use,prostate
doxazosin,use,prostatic hypertrophy
doxazosin,use,urinary retention
theophylline,use,pulmonary emphysema
theophylline,use,acute bronchitis
theophylline,use,asthma
phentermine,use,obesity
ezetimibe / Simvastatin,use,diet
ezetimibe / Simvastatin,use,fats
ezetimibe / Simvastatin,use,LDL
ezetimibe / Simvastatin,use,blood
ezetimibe / Simvastatin,use,acute myocardial infarction
ezetimibe / Simvastatin,use,lipedema
ezetimibe / Simvastatin,use,acute coronary syndrome
ezetimibe / Simvastatin,use,cholesterol
ezetimibe / Simvastatin,use,triglycerides
ezetimibe / Simvastatin,use,rare dyslipidemia
ezetimibe / Simvastatin,use,transient cerebral isolation
bexarotene,use,cutaneous T cell lymphoma
bexarotene,use,skin problems
bexarotene,use,T cell
bexarotene,use,cancer
bexarotene,use,mycosis fungoides
Terconazole,use,vulvovaginal candidiasis
azlocillin,use,bacterial infectious disease
everolimus,use,Islet cell carcinoma
everolimus,use,renal clear cell carcinoma
everolimus,use,breast
everolimus,use,acute myeloid leukemia
everolimus,use,benign neoplasm of brain
everolimus,use,neuroendocrine tumor
everolimus,use,diffuse large B-cell lymphoma
everolimus,use,kidney angiomyolipoma
everolimus,use,carcinoid syndrome
everolimus,use,lung
everolimus,use,angiomyolipoma
everolimus,use,tuberous sclerosis 1
everolimus,use,neuroendocrine carcinoma
everolimus,use,cancer
everolimus,use,kidney cancer
everolimus,use,cancers
everolimus,use,low-grade astrocytoma
everolimus,use,renal cell carcinoma
everolimus,use,pancreas
everolimus,use,small intestine carcinoma
everolimus,use,lymphoma
everolimus,use,carcinoid tumor
flurandrenolide,use,facial dermatosis
flurandrenolide,use,leg dermatosis
flurandrenolide,use,skin conditions
flurandrenolide,use,inflammation
flurandrenolide,use,hand dermatosis
Amlodipine / atorvastatin,use,diet
Amlodipine / atorvastatin,use,fats
Amlodipine / atorvastatin,use,LDL
Amlodipine / atorvastatin,use,blood
Amlodipine / atorvastatin,use,acute myocardial infarction
Amlodipine / atorvastatin,use,heart disease
Amlodipine / atorvastatin,use,lipedema
Amlodipine / atorvastatin,use,arterial hypertension
Amlodipine / atorvastatin,use,cholesterol
Amlodipine / atorvastatin,use,triglycerides
Amlodipine / atorvastatin,use,rare dyslipidemia
vismodegib,use,basal cell
vismodegib,use,basal-cell carcinoma
vismodegib,use,cell carcinoma
vismodegib,use,skin cancer
cloxacillin,use,staphylococcal infection
cloxacillin,use,infectious bone disease
cloxacillin,use,cellulitis
cloxacillin,use,postoperative complications
cloxacillin,use,infections
cloxacillin,use,upper respiratory tract infection
cloxacillin,use,osteomyelitis
cloxacillin,use,arthropathy
cloxacillin,use,bacterial pneumonia
cloxacillin,use,urinary tract infection
levofloxacin,use,staphylococcal infection
levofloxacin,use,legionnaires' disease
levofloxacin,use,sinusitis
levofloxacin,use,acute bronchitis
levofloxacin,use,pyelonephritis
levofloxacin,use,Pseudomonas infection
levofloxacin,use,gram-negative bacterial infection
levofloxacin,use,chlamydia infection
levofloxacin,use,upper respiratory tract infection
levofloxacin,use,pulmonary tuberculosis
levofloxacin,use,Escherichia coli infectious disease
levofloxacin,use,maxillary sinusitis
levofloxacin,use,bacterial pneumonia
levofloxacin,use,urinary tract infection
amiloride,use,arterial hypertension
amiloride,use,cystic fibrosis
amiloride,use,hydrochlorothiazide
amiloride,use,hypokalemia
amiloride,use,congestive heart failure
amiloride,use,heart failure
amiloride,use,fluid
amiloride,use,polyuria
amiloride,use,anasarca
amiloride,use,water pills/diuretics
amiloride,use,blood pressure
amiloride,use,furosemide
amiloride,use,body
paromomycin,use,cryptosporidiosis
paromomycin,use,infection
paromomycin,use,intestines
paromomycin,use,amebiasis
hydroxyzine,use,anxiety
hydroxyzine,use,anxiety disorder
hydroxyzine,use,vomiting
hydroxyzine,use,itching
hydroxyzine,use,allergies
raloxifene,use,women
raloxifene,use,osteoporosis
raloxifene,use,menopause
raloxifene,use,bone loss
raloxifene,use,bone disease
disopyramide,use,atrial fibrillation
disopyramide,use,tachycardia
disopyramide,use,heartbeat
rifapentine,use,tuberculosis
rifapentine,use,lungs
rifapentine,use,pulmonary tuberculosis
iodoquinol,use,amoebic dysentery
iodoquinol,use,cystinuria
quinethazone,use,arterial hypertension
quinethazone,use,congestive heart failure
quinethazone,use,anasarca
quinethazone,use,nephrotic syndrome
megestrol,use,breast cancer
megestrol,use,AIDS
megestrol,use,anorexia
megestrol,use,endometrial carcinoma
megestrol,use,cachexia
megestrol,use,loss
megestrol,use,weight loss
megestrol,use,appetite
masoprocol,use,keratosis
neratinib,use,breast cancer
mebendazole,use,necatoriasis
mebendazole,use,enterobiasis
mebendazole,use,ascariasis
mebendazole,use,ancylostomiasis
mebendazole,use,trichuriasis
ramipril,use,arterial hypertension
ramipril,use,congestive heart failure
PLAU,use,pulmonary embolism
PLAU,use,coronary thrombosis
PLAU,use,myocardial infarction
amoxapine,use,psychosis
amoxapine,use,neurotic disorder
amoxapine,use,major depressive disorders
guaifenesin,use,cough
guaifenesin,use,sinusitis
guaifenesin,use,acute bronchitis
guaifenesin,use,bronchitis
guaifenesin,use,laryngitis
guaifenesin,use,common cold
guaifenesin,use,breathing illnesses
guaifenesin,use,nasopharyngitis
guaifenesin,use,fibromyalgia
guaifenesin,use,pharyngitis
guaifenesin,use,congestion
guaifenesin,use,pertussis
guaifenesin,use,coughs
chlorpropamide,use,maturity-onset diabetes of the young type 2
chlorpropamide,use,type-2 diabetes
Sermorelin,use,infertility
L-scopolamine,use,dysentery
L-scopolamine,use,postencephalitic Parkinson disease
L-scopolamine,use,motion sickness
L-scopolamine,use,vasomotor rhinitis
L-scopolamine,use,facial paralysis
L-scopolamine,use,colonic disease
L-scopolamine,use,diverticulitis
L-scopolamine,use,iridocyclitis
Buprenorphine/naloxone,use,substance abuse
Buprenorphine/naloxone,use,withdrawal symptom
Buprenorphine/naloxone,use,non-controlled substance abuse
Buprenorphine/naloxone,use,naloxone
Buprenorphine/naloxone,use,medicines
nelarabine,use,precursor T-cell acute lymphoblastic leukemia
nelarabine,use,precursor T-lymphoblastic lymphoma/leukemia
nelarabine,use,cancers
Albiglutide,use,type-1 diabetes
Albiglutide,use,glucose intolerance
sulconazole,use,tinea cruris
sulconazole,use,Tinea
sulconazole,use,foot
sulconazole,use,ringworm
sulconazole,use,skin infections
sulconazole,use,jock itch
sulconazole,use,cutaneous candidiasis
sulconazole,use,pityriasis versicolor
sulconazole,use,tinea pedis
sulconazole,use,skin infection
sulconazole,use,dermatomycosis
daclatasvir,use,hepatitis C
daclatasvir,use,liver cirrhosis
antazoline,use,giant papillary conjunctivitis
dyclonine,use,pharyngitis
dyclonine,use,pain
bezafibrate,use,familial hyperlipidemia
methimazole,use,thyroid crisis
methimazole,use,hyperthyroidism
methimazole,use,goiter
ibuprofen,use,tonsillitis
ibuprofen,use,rheumatoid arthritis
ibuprofen,use,gastroenteritis
ibuprofen,use,arthritis
ibuprofen,use,gout attack
ibuprofen,use,sinusitis
ibuprofen,use,ankylosing spondylitis
ibuprofen,use,juvenile rheumatoid arthritis
ibuprofen,use,osteoarthritis susceptibility 1
ibuprofen,use,hyperthermia
ibuprofen,use,nasopharyngitis
ibuprofen,use,bursitis
ibuprofen,use,enthesopathy
ibuprofen,use,fibromyalgia
ibuprofen,use,sleep-wake disorder
ibuprofen,use,inflammation
ibuprofen,use,gout
ibuprofen,use,pharyngitis
ibuprofen,use,pain
ibuprofen,use,migraine disorder
ibuprofen,use,osteoarthritis
ibuprofen,use,premenstrual syndrome
quetiapine,use,mania
quetiapine,use,anxiety
quetiapine,use,schizophrenia
quetiapine,use,anxiety disorder
quetiapine,use,psychosis
quetiapine,use,borderline personality disorder
quetiapine,use,obsessive-compulsive disorder
quetiapine,use,autism
quetiapine,use,depression
quetiapine,use,dementia
quetiapine,use,personality disorder
quetiapine,use,substance abuse
quetiapine,use,mood disorder
quetiapine,use,mood conditions
quetiapine,use,Alzheimer's disease
quetiapine,use,schizoaffective disorder
quetiapine,use,mental disorder
quetiapine,use,post-traumatic stress disorder
quetiapine,use,insomnia
quetiapine,use,sleep-wake disorder
quetiapine,use,schizophreniform disorder
quetiapine,use,disorder
quetiapine,use,episodes
quetiapine,use,generalized anxiety disorder
quetiapine,use,bipolar disorder
atropine,use,cardiac arrest
atropine,use,gastric ulcer
atropine,use,bradycardia
atropine,use,uveitis
fluoxetine,use,panic disorder
fluoxetine,use,fluoxetine
fluoxetine,use,anxiety
fluoxetine,use,anxiety disorder
fluoxetine,use,obsessive-compulsive disorder
fluoxetine,use,neurotic disorder
fluoxetine,use,mood disorder
fluoxetine,use,serotonin inhibitor
fluoxetine,use,mental disorder
fluoxetine,use,post-traumatic stress disorder
fluoxetine,use,bulimia nervosa
fluoxetine,use,reuptake inhibitor
eletriptan,use,migraines
eletriptan,use,migraine disorder
hydroflumethiazide,use,arterial hypertension
hydroflumethiazide,use,congestive heart failure
hydroflumethiazide,use,anasarca
hydroflumethiazide,use,nephrotic syndrome
heparin,use,pulmonary embolism
butoconazole,use,vulvovaginal candidiasis
Interferon gamma-1b,use,chronic granulomatous disease
Interferon gamma-1b,use,sclerosis
Interferon gamma-1b,use,osteopetrosis
Interferon gamma-1b,use,bacterial infectious disease
Bleomycin,use,Hodgkin's lymphoma
Bleomycin,use,testicular cancer
Bleomycin,use,spindle cell sarcoma
Bleomycin,use,cancer
Bleomycin,use,squamous cell carcinoma
Bleomycin,use,melanoma
Bleomycin,use,lymphosarcoma
zanamivir,use,flu virus
zanamivir,use,swine influenza
zanamivir,use,days
zanamivir,use,influenza
prazosin,use,arterial hypertension
prazosin,use,Raynaud disease
prazosin,use,prostatic hypertrophy
prazosin,use,post-traumatic stress disorder
prazosin,use,urinary retention
prazosin,use,blood pressure
(R)-amphetamine,use,attention deficit
(R)-amphetamine,use,hyperactivity disorder
(R)-amphetamine,use,deficit hyperactivity
(R)-amphetamine,use,narcolepsy
(R)-amphetamine,use,attention deficit hyperactivity disorder
Ranibizumab,use,edema
Ranibizumab,use,cystoid macular edema
Ranibizumab,use,exudative vitreoretinopathy 1
Ranibizumab,use,retinal disease
Ranibizumab,use,diabetic retinopathy
Ranibizumab,use,degeneration
Ranibizumab,use,retinal vein occlusion
Ranibizumab,use,glaucoma
Ranibizumab,use,macular retinal edema
Ranibizumab,use,retinopathy
Ranibizumab,use,Kuhnt-Junius degeneration
Ranibizumab,use,eye disease
salmeterol,use,emphysema
salmeterol,use,obstructive lung disease
salmeterol,use,shortness
salmeterol,use,bronchitis
salmeterol,use,breath
salmeterol,use,asthma
salmeterol,use,lung disease
salmeterol,use,disease COPD
ramelteon,use,sleeplessness
ramelteon,use,insomnia
ramelteon,use,sleep-wake disorder
Drotrecogin alfa,use,sepsis
L-lysine,use,patent ductus arteriosus
apremilast,use,arthritis
apremilast,use,ankylosing spondylitis
apremilast,use,osteoarthritis susceptibility 1
apremilast,use,Guttate psoriasis
apremilast,use,psoriasis
apremilast,use,psoriasis-related juvenile idiopathic arthritis
apremilast,use,Behçet's disease
apremilast,use,multiple sclerosis
apremilast,use,psoriatic arthritis
Insulin Glulisine,use,blood sugar
Insulin Glulisine,use,type-1 diabetes
Insulin Glulisine,use,Insulin glulisine
Insulin Glulisine,use,program
Insulin Glulisine,use,diabetes
methicillin,use,staphylococcal infection
methicillin,use,osteomyelitis
methicillin,use,bacterial pneumonia
morphine,use,dyspnea
morphine,use,cancer
morphine,use,fibromyalgia
morphine,use,pain
Colestipol,use,Clostridium difficile colitis
Colestipol,use,coronary artery disease
Colestipol,use,diet
Colestipol,use,arteriosclerosis
Colestipol,use,blood
Colestipol,use,hypertriglyceridemia
Colestipol,use,cholesterol
Colestipol,use,familial hyperlipidemia
atenolol/chlorthalidone,use,atrial fibrillation
atenolol/chlorthalidone,use,heart disease
atenolol/chlorthalidone,use,arterial hypertension
atenolol/chlorthalidone,use,heart arrhythmia
atenolol/chlorthalidone,use,blood pressure
brivaracetam,use,epilepsy
