subject,predicate,object
" ""episodic ataxia"" ", Specialty ," ""neurology"" "
" ""brain ischemia"" ", Specialty ," ""neurology"" "
" ""hereditary spastic paraplegia 3A"" ", Specialty ," ""neurology"" "
" ""motor neuritis"" ", Specialty ," ""neurology"" "
" ""flat retinoschisis"" ", Specialty ," ""neurology"" "
" ""Adult-onset basal ganglia disease"" ", Specialty ," ""neurology"" "
" ""idiopathic progressive polyneuropathy"" ", Specialty ," ""neurology"" "
" ""unilateral hyperactive labyrinth"" ", Specialty ," ""neurology"" "
" ""juvenile myoclonic epilepsy"" ", Specialty ," ""neurology"" "
" ""Alstrom syndrome"" ", Specialty ," ""neurology"" "
" ""dacryocystocele"" ", Specialty ," ""neurology"" "
" ""acute orbital inflammation"" ", Specialty ," ""neurology"" "
" ""necrotizing sialometaplasia"" ", Specialty ," ""Oral and maxillofacial surgery"" "
" ""neuroendocrine tumor"" ", Specialty ," ""endocrine oncology"" "
" ""furunculosis"" ", Specialty ," ""veterinary medicine"" "
" ""swayback"" ", Specialty ," ""veterinary medicine"" "
" ""Newcastle disease"" ", Specialty ," ""veterinary medicine"" "
" ""setariosis"" ", Specialty ," ""veterinary medicine"" "
" ""glanders"" ", Specialty ," ""veterinary medicine"" "
" ""chronic wasting disease"" ", Specialty ," ""veterinary medicine"" "
" ""toxocariasis"" ", Specialty ," ""veterinary medicine"" "
" ""scrapie"" ", Specialty ," ""veterinary medicine"" "
" ""anthrax"" ", Specialty ," ""veterinary medicine"" "
" ""Aleutian disease"" ", Specialty ," ""veterinary medicine"" "
" ""African horse sickness"" ", Specialty ," ""veterinary medicine"" "
" ""pansteatitis"" ", Specialty ," ""veterinary medicine"" "
" ""Perianal gland tumor"" ", Specialty ," ""veterinary medicine"" "
" ""avian sarcoma"" ", Specialty ," ""veterinary medicine"" "
" ""monieziasis"" ", Specialty ," ""veterinary medicine"" "
" ""avian reticuloendotheliosis"" ", Specialty ," ""veterinary medicine"" "
" ""theileriasis"" ", Specialty ," ""veterinary medicine"" "
" ""freemartinism"" ", Specialty ," ""veterinary medicine"" "
" ""bovine sponginess encephalitic"" ", Specialty ," ""veterinary medicine"" "
" ""fascioloidiasis"" ", Specialty ," ""veterinary medicine"" "
" ""alcohol-induced mental disorder"" ", Specialty ," ""addiction medicine"" "
" ""barbiturate dependence"" ", Specialty ," ""addiction medicine"" "
" ""alcohol-induced psychotic disorder"" ", Specialty ," ""addiction medicine"" "
" ""caffeine dependence"" ", Specialty ," ""addiction medicine"" "
" ""substance-related disorder"" ", Specialty ," ""addiction medicine"" "
" ""substance dependence"" ", Specialty ," ""addiction medicine"" "
" ""non-controlled substance abuse"" ", Specialty ," ""addiction medicine"" "
" ""benzodiazepine abuse"" ", Specialty ," ""addiction medicine"" "
" ""Sheehan's syndrome"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""hereditary breast ovarian cancer"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""chorioamnionitis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urethral neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""parasitic pregnancy complication"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""sarcomatoid renal cell carcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""diurnal enuresis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""vulvar neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""congenital adrenal hyperplasia due to 17 alpha-hydroxylase deficiency"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""toxoplasmosis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Papillary renal cell carcinomas"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""fallopian tube disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""bacteriuria"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""bladder neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""embryo loss"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""adnexal disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""ureteral disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""WAGR syndrome"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""fallopian tube neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Frasier syndrome"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""tubal pregnancy"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""chromophobe renal cell carcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""threatened abortion"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""atypical squamous cells of the cervix"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urinary system benign neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""female urogenital disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""vulvar disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""uterine neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""mesoblastic nephroma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""renal clear cell carcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""kidney neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""hermaphroditism"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Sertoli-Leydig cell tumor"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""placental site trophoblastic tumor"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""uterine cervix neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Interstitial pregnancy"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Denys-Drash syndrome"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urinary fistula"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""non-gestational choriocarcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Granulomatous mastitis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Pelvic floor dysfunction"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""prenatal exposure delayed effects"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""fetal death"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urinary bladder fistula"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""postterm pregnancy"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""collecting duct carcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""primary hyperoxaluria"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""hemoglobinuria"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Diastasis symphysis pubis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""fallopian tube carcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""malignant ovarian Brenner tumor"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""reproductive tract infection"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urethral obstruction"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""azotemia"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""nephrosis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""angular pregnancy"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""breast fibrocystic disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""vaginal disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Vulvar vestibulitis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""xanthogranulomatous pyelonephritis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""endometrial carcinoma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""cytomegaloviral disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""ovotesticular disorder of sex development"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""incomplete abortion"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""anuria"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""sex differentiation disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""endometrial neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""granulosa cell tumour"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Mixed gonadal dysgenesis  X0/XY"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""endometrial stromal tumour"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""cervix disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""congenital mesoblastic nephroma"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urinary system neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""perinephritis"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urethral benign neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""hyperandrogenism"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""ureteral benign neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""gynatresia"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""renal tubular transport disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""gestational trophoblastic disease"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""prenatal injury"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""sex chromosome disorder of sex development"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""urogenital trichomonas"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""oculocerebrorenal syndrome"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""freemartinism"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""female reproductive system neoplasm"" ", Specialty ," ""obstetrics and gynaecology"" "
" ""Q31895802"" ", Specialty ," ""military medicine"" "
" ""Sheehan's syndrome"" ", Specialty ," ""endocrinology"" "
" ""maturity-onset diabetes of the young"" ", Specialty ," ""endocrinology"" "
" ""Fatty-acid metabolism disorder"" ", Specialty ," ""endocrinology"" "
" ""hypervitaminosis A"" ", Specialty ," ""endocrinology"" "
" ""mixed hyperlipidemia"" ", Specialty ," ""endocrinology"" "
" ""parathyroid gland disease"" ", Specialty ," ""endocrinology"" "
" ""Sertoli cell-only syndrome"" ", Specialty ," ""endocrinology"" "
" ""familial dysalbuminemic hyperthyroxinemia"" ", Specialty ," ""endocrinology"" "
" ""hereditary breast ovarian cancer"" ", Specialty ," ""endocrinology"" "
" ""postsurgical hypothyroidism"" ", Specialty ," ""endocrinology"" "
" ""polycystic ovary syndrome"" ", Specialty ," ""endocrinology"" "
" ""pituitary gland disease"" ", Specialty ," ""endocrinology"" "
" ""Nijmegen breakage syndrome"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease III"" ", Specialty ," ""endocrinology"" "
" ""cerebrotendinous xanthomatosis"" ", Specialty ," ""endocrinology"" "
" ""adrenal adenoma"" ", Specialty ," ""endocrinology"" "
" ""Waterhouse-Friderichsen syndrome"" ", Specialty ," ""endocrinology"" "
" ""keratomalacia"" ", Specialty ," ""endocrinology"" "
" ""myxedema"" ", Specialty ," ""endocrinology"" "
" ""homocystinuria"" ", Specialty ," ""endocrinology"" "
" ""piebaldism"" ", Specialty ," ""endocrinology"" "
" ""Pendred syndrome"" ", Specialty ," ""endocrinology"" "
" ""familial amyloid neuropathy"" ", Specialty ," ""endocrinology"" "
" ""ovarian dysfunction"" ", Specialty ," ""endocrinology"" "
" ""hyperaldosteronism"" ", Specialty ," ""endocrinology"" "
" ""hyperparathyroidism"" ", Specialty ," ""endocrinology"" "
" ""gastrin secretion abnormality"" ", Specialty ," ""endocrinology"" "
" ""Hypoglycemic coma"" ", Specialty ," ""endocrinology"" "
" ""Sly syndrome"" ", Specialty ," ""endocrinology"" "
" ""lysosomal storage disease"" ", Specialty ," ""endocrinology"" "
" ""gangliosidosis GM1"" ", Specialty ," ""endocrinology"" "
" ""Riedel's fibrosing thyroiditis"" ", Specialty ," ""endocrinology"" "
" ""pituitary carcinoma"" ", Specialty ," ""endocrinology"" "
" ""glucose intolerance"" ", Specialty ," ""endocrinology"" "
" ""bilirubin metabolic disorder"" ", Specialty ," ""endocrinology"" "
" ""malignant Leydig cell tumor"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease VI"" ", Specialty ," ""endocrinology"" "
" ""Hypoalphalipoproteinemia"" ", Specialty ," ""endocrinology"" "
" ""collagenous sprue"" ", Specialty ," ""endocrinology"" "
" ""postmenopausal osteoporosis"" ", Specialty ," ""endocrinology"" "
" ""vitamin K deficiency"" ", Specialty ," ""endocrinology"" "
" ""Kallmann syndrome"" ", Specialty ," ""endocrinology"" "
" ""familial hypocalciuric hypercalcemia"" ", Specialty ," ""endocrinology"" "
" ""hyperglycemia"" ", Specialty ," ""endocrinology"" "
" ""sialuria"" ", Specialty ," ""endocrinology"" "
" ""premature menopause"" ", Specialty ," ""endocrinology"" "
" ""frontotemporal lobar degeneration"" ", Specialty ," ""endocrinology"" "
" ""mucolipidosis type IV"" ", Specialty ," ""endocrinology"" "
" ""tyrosinemia type II"" ", Specialty ," ""endocrinology"" "
" ""Wolman disease"" ", Specialty ," ""endocrinology"" "
" ""Hypoestrogenism"" ", Specialty ," ""endocrinology"" "
" ""familial visceral amyloidosis"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease"" ", Specialty ," ""endocrinology"" "
" ""congenital adrenal hyperplasia due to 17 alpha-hydroxylase deficiency"" ", Specialty ," ""endocrinology"" "
" ""Systemic primary carnitine deficiency"" ", Specialty ," ""endocrinology"" "
" ""Zollinger-Ellison syndrome"" ", Specialty ," ""endocrinology"" "
" ""fucosidosis"" ", Specialty ," ""endocrinology"" "
" ""Plummer's disease"" ", Specialty ," ""endocrinology"" "
" ""hepatoerythropoietic porphyria"" ", Specialty ," ""endocrinology"" "
" ""phenylketonuria"" ", Specialty ," ""endocrinology"" "
" ""D-bifunctional protein deficiency"" ", Specialty ," ""endocrinology"" "
" ""childhood obesity"" ", Specialty ," ""endocrinology"" "
" ""vitamin B12 deficiency"" ", Specialty ," ""endocrinology"" "
" ""thyroiditis"" ", Specialty ," ""endocrinology"" "
" ""amino acid metabolic disorder"" ", Specialty ," ""endocrinology"" "
" ""multiple carboxylase deficiency"" ", Specialty ," ""endocrinology"" "
" ""pituitary-dependent Cushing's disease"" ", Specialty ," ""endocrinology"" "
" ""xanthomatosis"" ", Specialty ," ""endocrinology"" "
" ""Gaucher's disease"" ", Specialty ," ""endocrinology"" "
" ""phosphofructokinase deficiency"" ", Specialty ," ""endocrinology"" "
" ""hyperlipoproteinemia type IV"" ", Specialty ," ""endocrinology"" "
" ""Lesch–Nyhan syndrome"" ", Specialty ," ""endocrinology"" "
" ""isovaleric acidemia"" ", Specialty ," ""endocrinology"" "
" ""adrenal cortical hypofunction"" ", Specialty ," ""endocrinology"" "
" ""subacute thyroiditis"" ", Specialty ," ""endocrinology"" "
" ""acrodermatitis enteropathica"" ", Specialty ," ""endocrinology"" "
" ""Nesidioblastosis"" ", Specialty ," ""endocrinology"" "
" ""hypopituitarism"" ", Specialty ," ""endocrinology"" "
" ""HFE hereditary haemochromatosis"" ", Specialty ," ""endocrinology"" "
" ""triple-A syndrome"" ", Specialty ," ""endocrinology"" "
" ""familial dysbetalipoproteinemia"" ", Specialty ," ""endocrinology"" "
" ""hypocalcaemia"" ", Specialty ," ""endocrinology"" "
" ""amyloid neuropathy"" ", Specialty ," ""endocrinology"" "
" ""cytochrome-c oxidase deficiency disease"" ", Specialty ," ""endocrinology"" "
" ""porphyria"" ", Specialty ," ""endocrinology"" "
" ""carcinoid tumor"" ", Specialty ," ""endocrinology"" "
" ""pyruvate decarboxylase deficiency"" ", Specialty ," ""endocrinology"" "
" ""gangliosidosis"" ", Specialty ," ""endocrinology"" "
" ""WAGR syndrome"" ", Specialty ," ""endocrinology"" "
" ""Hypervitaminosis"" ", Specialty ," ""endocrinology"" "
" ""tumor of testis and paratestis"" ", Specialty ," ""endocrinology"" "
" ""peroxisomal disease"" ", Specialty ," ""endocrinology"" "
" ""hyperthyroxinemia"" ", Specialty ," ""endocrinology"" "
" ""Menkes disease"" ", Specialty ," ""endocrinology"" "
" ""mucosulfatidosis"" ", Specialty ," ""endocrinology"" "
" ""Amino acid transport disorder"" ", Specialty ," ""endocrinology"" "
" ""acute intermittent porphyria"" ", Specialty ," ""endocrinology"" "
" ""Krabbe disease"" ", Specialty ," ""endocrinology"" "
" ""Frasier syndrome"" ", Specialty ," ""endocrinology"" "
" ""variegate porphyria"" ", Specialty ," ""endocrinology"" "
" ""lipoatrophic diabetes"" ", Specialty ," ""endocrinology"" "
" ""thyroid gland disease"" ", Specialty ," ""endocrinology"" "
" ""aceruloplasminemia"" ", Specialty ," ""endocrinology"" "
" ""Gitelman syndrome"" ", Specialty ," ""endocrinology"" "
" ""Schindler disease"" ", Specialty ," ""endocrinology"" "
" ""growth hormone secreting pituitary adenoma"" ", Specialty ," ""endocrinology"" "
" ""De Quervain's thyroiditis"" ", Specialty ," ""endocrinology"" "
" ""Sandhoff disease"" ", Specialty ," ""endocrinology"" "
" ""endemic goiter"" ", Specialty ," ""endocrinology"" "
" ""galactosemia"" ", Specialty ," ""endocrinology"" "
" ""dihydropyrimidine dehydrogenase deficiency"" ", Specialty ," ""endocrinology"" "
" ""Toxic multinodular goitre"" ", Specialty ," ""endocrinology"" "
" ""methylmalonic acidemia"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease IV"" ", Specialty ," ""endocrinology"" "
" ""Thyroid dyshormonogenesis"" ", Specialty ," ""endocrinology"" "
" ""adiposis dolorosa"" ", Specialty ," ""endocrinology"" "
" ""obesity"" ", Specialty ," ""endocrinology"" "
" ""hypophosphatemic rickets"" ", Specialty ," ""endocrinology"" "
" ""hypogonadism"" ", Specialty ," ""endocrinology"" "
" ""pyruvate carboxylase deficiency disease"" ", Specialty ," ""endocrinology"" "
" ""sarcosinemia"" ", Specialty ," ""endocrinology"" "
" ""X-linked hypophosphatemic rickets"" ", Specialty ," ""endocrinology"" "
" ""hyperlysinemia"" ", Specialty ," ""endocrinology"" "
" ""prolactinoma"" ", Specialty ," ""endocrinology"" "
" ""hypoparathyroidism"" ", Specialty ," ""endocrinology"" "
" ""pseudohypoparathyroidism"" ", Specialty ," ""endocrinology"" "
" ""Wilson disease"" ", Specialty ," ""endocrinology"" "
" ""congenital generalized lipodystrophy"" ", Specialty ," ""endocrinology"" "
" ""osteoporosis"" ", Specialty ," ""endocrinology"" "
" ""carbohydrate metabolic disorder"" ", Specialty ," ""endocrinology"" "
" ""Conn's syndrome"" ", Specialty ," ""endocrinology"" "
" ""Danon disease"" ", Specialty ," ""endocrinology"" "
" ""mitochondrial encephalomyopathy"" ", Specialty ," ""endocrinology"" "
" ""marasmus"" ", Specialty ," ""endocrinology"" "
" ""Endocrine bone disease"" ", Specialty ," ""endocrinology"" "
" ""Werner syndrome"" ", Specialty ," ""endocrinology"" "
" ""Addison's disease"" ", Specialty ," ""endocrinology"" "
" ""Fabry disease"" ", Specialty ," ""endocrinology"" "
" ""pituitary apoplexy"" ", Specialty ," ""endocrinology"" "
" ""glycoproteinosis"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease VIII"" ", Specialty ," ""endocrinology"" "
" ""adrenocorticotropic hormone deficiency"" ", Specialty ," ""endocrinology"" "
" ""histidinemia"" ", Specialty ," ""endocrinology"" "
" ""tetany"" ", Specialty ," ""endocrinology"" "
" ""hyperuricemia"" ", Specialty ," ""endocrinology"" "
" ""inappropriate ADH syndrome"" ", Specialty ," ""endocrinology"" "
" ""cystinosis"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease II"" ", Specialty ," ""endocrinology"" "
" ""Simmonds' cachexia"" ", Specialty ," ""endocrinology"" "
" ""Porphyria due to ALAD deficiency"" ", Specialty ," ""endocrinology"" "
" ""type-2 diabetes"" ", Specialty ," ""endocrinology"" "
" ""ACTH-secreting pituitary adenoma"" ", Specialty ," ""endocrinology"" "
" ""post-surgical hypoinsulinemia"" ", Specialty ," ""endocrinology"" "
" ""Chediak-Higashi syndrome"" ", Specialty ," ""endocrinology"" "
" ""scurvy"" ", Specialty ," ""endocrinology"" "
" ""HIV-associated lipodystrophy"" ", Specialty ," ""endocrinology"" "
" ""adrenal insufficiency"" ", Specialty ," ""endocrinology"" "
" ""Jansky–Bielschowsky disease"" ", Specialty ," ""endocrinology"" "
" ""Hartnup disease"" ", Specialty ," ""endocrinology"" "
" ""rickets"" ", Specialty ," ""endocrinology"" "
" ""hermaphroditism"" ", Specialty ," ""endocrinology"" "
" ""pretibial myxedema"" ", Specialty ," ""endocrinology"" "
" ""Alexander disease"" ", Specialty ," ""endocrinology"" "
" ""precocious puberty"" ", Specialty ," ""endocrinology"" "
" ""metabolic bone disease"" ", Specialty ," ""endocrinology"" "
" ""Sertoli-Leydig cell tumor"" ", Specialty ," ""endocrinology"" "
" ""familial combined hyperlipidemia"" ", Specialty ," ""endocrinology"" "
" ""diabetic foot"" ", Specialty ," ""endocrinology"" "
" ""glucocorticoid-remediable aldosteronism"" ", Specialty ," ""endocrinology"" "
" ""mucopolysaccharidosis VI"" ", Specialty ," ""endocrinology"" "
" ""adrenal gland hyperfunction"" ", Specialty ," ""endocrinology"" "
" ""xerophthalmia"" ", Specialty ," ""endocrinology"" "
" ""multiple endocrine neoplasia"" ", Specialty ," ""endocrinology"" "
" ""Hyperthecosis"" ", Specialty ," ""endocrinology"" "
" ""alpha-1-antitrypsin deficiency"" ", Specialty ," ""endocrinology"" "
" ""hyperphenylalaninemia"" ", Specialty ," ""endocrinology"" "
" ""Mild androgen insensitivity syndrome"" ", Specialty ," ""endocrinology"" "
" ""goiter"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease V"" ", Specialty ," ""endocrinology"" "
" ""hemosiderosis"" ", Specialty ," ""endocrinology"" "
" ""Denys-Drash syndrome"" ", Specialty ," ""endocrinology"" "
" ""congenital disorder of glycosylation"" ", Specialty ," ""endocrinology"" "
" ""nodular goiter"" ", Specialty ," ""endocrinology"" "
" ""pellagra"" ", Specialty ," ""endocrinology"" "
" ""euthyroid sick syndrome"" ", Specialty ," ""endocrinology"" "
" ""biotinidase deficiency"" ", Specialty ," ""endocrinology"" "
" ""iodine hypothyroidism"" ", Specialty ," ""endocrinology"" "
" ""AL amyloidosis"" ", Specialty ," ""endocrinology"" "
" ""pseudo-Hurler polydystrophy"" ", Specialty ," ""endocrinology"" "
" ""hyperthyroidism"" ", Specialty ," ""endocrinology"" "
" ""diabetes insipidus"" ", Specialty ," ""endocrinology"" "
" ""alkaptonuria"" ", Specialty ," ""endocrinology"" "
" ""galactokinase deficiency"" ", Specialty ," ""endocrinology"" "
" ""Bartter disease"" ", Specialty ," ""endocrinology"" "
" ""dicarboxylic aminoaciduria"" ", Specialty ," ""endocrinology"" "
" ""Albright's hereditary osteodystrophy"" ", Specialty ," ""endocrinology"" "
" ""congenital hypothyroidism"" ", Specialty ," ""endocrinology"" "
" ""mucopolysaccharidosis"" ", Specialty ," ""endocrinology"" "
" ""steroid inherited metabolic disorder"" ", Specialty ," ""endocrinology"" "
" ""biotin deficiency"" ", Specialty ," ""endocrinology"" "
" ""mucopolysaccharidosis II"" ", Specialty ," ""endocrinology"" "
" ""pituitary adenoma"" ", Specialty ," ""endocrinology"" "
" ""Salla disease"" ", Specialty ," ""endocrinology"" "
" ""hypobetalipoproteinemia"" ", Specialty ," ""endocrinology"" "
" ""autoimmune polyendocrine syndrome"" ", Specialty ," ""endocrinology"" "
" ""Keshan disease"" ", Specialty ," ""endocrinology"" "
" ""familial lipoprotein lipase deficiency"" ", Specialty ," ""endocrinology"" "
" ""kwashiorkor"" ", Specialty ," ""endocrinology"" "
" ""hypercalcemia"" ", Specialty ," ""endocrinology"" "
" ""hypertriglyceridemia"" ", Specialty ," ""endocrinology"" "
" ""prediabetes syndrome"" ", Specialty ," ""endocrinology"" "
" ""glycine encephalopathy"" ", Specialty ," ""endocrinology"" "
" ""lactic acidosis"" ", Specialty ," ""endocrinology"" "
" ""estrogen excess"" ", Specialty ," ""endocrinology"" "
" ""inborn error of lipid metabolism"" ", Specialty ," ""endocrinology"" "
" ""Adenine phosphoribosyltransferase deficiency"" ", Specialty ," ""endocrinology"" "
" ""Froelich syndrome"" ", Specialty ," ""endocrinology"" "
" ""thyroid nodule"" ", Specialty ," ""endocrinology"" "
" ""hyperprolactinemia"" ", Specialty ," ""endocrinology"" "
" ""autosomal dominant hypophosphatemic rickets"" ", Specialty ," ""endocrinology"" "
" ""abnormality of glucagon secretion"" ", Specialty ," ""endocrinology"" "
" ""ocular albinism"" ", Specialty ," ""endocrinology"" "
" ""hyperhomocysteinemia"" ", Specialty ," ""endocrinology"" "
" ""Glucose-galactose malabsorption"" ", Specialty ," ""endocrinology"" "
" ""maturity-onset diabetes of the young type 2"" ", Specialty ," ""endocrinology"" "
" ""mevalonic aciduria"" ", Specialty ," ""endocrinology"" "
" ""Familial partial lipodystrophy"" ", Specialty ," ""endocrinology"" "
" ""lipodystrophy"" ", Specialty ," ""endocrinology"" "
" ""pseudohermaphroditism"" ", Specialty ," ""endocrinology"" "
" ""hyperlipidemia"" ", Specialty ," ""endocrinology"" "
" ""calcium metabolism disease"" ", Specialty ," ""endocrinology"" "
" ""Pipecolic acidemia"" ", Specialty ," ""endocrinology"" "
" ""X-linked adrenoleukodystrophy"" ", Specialty ," ""endocrinology"" "
" ""cholesterol ester storage disease"" ", Specialty ," ""endocrinology"" "
" ""pituitary neoplasm"" ", Specialty ," ""endocrinology"" "
" ""essential fructosuria"" ", Specialty ," ""endocrinology"" "
" ""glycogen storage disease I"" ", Specialty ," ""endocrinology"" "
" ""eunuchism"" ", Specialty ," ""endocrinology"" "
" ""ochronosis"" ", Specialty ," ""endocrinology"" "
" ""primary hyperoxaluria"" ", Specialty ," ""endocrinology"" "
" ""complete androgen insensitivity syndrome"" ", Specialty ," ""endocrinology"" "
" ""glutaric aciduria type 1"" ", Specialty ," ""endocrinology"" "
" ""empty sella syndrome"" ", Specialty ," ""endocrinology"" "
" ""acute thyroiditis"" ", Specialty ," ""endocrinology"" "
" ""paraneoplastic endocrine syndrome"" ", Specialty ," ""endocrinology"" "
" ""tyrosinemia type III"" ", Specialty ," ""endocrinology"" "
" ""congenital adrenal hyperplasia due to 21-hydroxylase deficiency"" ", Specialty ," ""endocrinology"" "
" ""Occipital horn syndrome"" ", Specialty ," ""endocrinology"" "
" ""non-renal secondary hyperparathyroidism"" ", Specialty ," ""endocrinology"" "
" ""beriberi"" ", Specialty ," ""endocrinology"" "
" ""tetrahydrobiopterin deficiency"" ", Specialty ," ""endocrinology"" "
" ""Donohue syndrome"" ", Specialty ," ""endocrinology"" "
" ""metabolic syndrome"" ", Specialty ," ""endocrinology"" "
" ""mitochondrial disease"" ", Specialty ," ""endocrinology"" "
" ""familial hypercholesterolemia"" ", Specialty ," ""endocrinology"" "
" ""Cushing's syndrome"" ", Specialty ," ""endocrinology"" "
" ""diabetic peripheral angiopathy"" ", Specialty ," ""endocrinology"" "
" ""Tangier disease"" ", Specialty ," ""endocrinology"" "
" ""malignant ovarian Brenner tumor"" ", Specialty ," ""endocrinology"" "
" ""decalcification"" ", Specialty ," ""endocrinology"" "
" ""acromegaly"" ", Specialty ," ""endocrinology"" "
" ""substernal goiter"" ", Specialty ," ""endocrinology"" "
" ""tyrosinemia type I"" ", Specialty ," ""endocrinology"" "
" ""xanthinuria"" ", Specialty ," ""endocrinology"" "
" ""autosomal dominant optic atrophy"" ", Specialty ," ""endocrinology"" "
" ""mucopolysaccharidosis I"" ", Specialty ," ""endocrinology"" "
" ""hypolipoproteinemia"" ", Specialty ," ""endocrinology"" "
" ""Leydig cell tumor"" ", Specialty ," ""endocrinology"" "
" ""hypothyroidism"" ", Specialty ," ""endocrinology"" "
" ""albinism"" ", Specialty ," ""endocrinology"" "
